,,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,,,,,,
Sr13,Ktr144,0.858213151,0.583769147,0.761982991,1,0.696109845,0.917808784,1,0.843875652,1,1,0.886469548,0.307236179,1,0.559108042,0.734141811,,,,,,
Sr13,Ktr145,0.915031264,0.976777847,0.87597689,1,0.850236535,0.90803721,0.933741778,1,0.498550361,0.921422458,0.838439644,0.910593015,0.950616664,0.762636055,0.486480883,,,,,,
Sr13,Ktr146,0.877697485,0.907249112,0.784790675,0.814833937,0.894300446,0.824072248,1,0.866288214,0.951090344,0.934454045,0.971623077,0.740085336,0.736168882,0.719289137,0.785766675,,,,,,
Sr13,Ktr147,0.868310112,0.737094966,0.920706929,0.958730104,1,1,0.629517875,0.953726341,0.853800461,0.859064624,0.976905741,0.96704289,0.716210356,0.897063986,0.810902,,,,,,
Sr13,Ktr148,0.823657265,0.93854818,0.854467487,0.869654282,0.963193212,0.940555383,1,0.549045883,1,0.877315546,0.688762311,0.72983083,0.956785204,0.882174972,1,,,,,,
Sr13,Ktr149,0.890223519,0.783323485,1,0.943115033,0.739317195,1,0.756942828,0.709401028,0.879778528,0.80095049,1,0.675374195,1,0.862240869,0.652059223,,,,,,
Sr13,Ktr150,0.883497883,0.837677854,0.690000668,0.866218884,1,0.769883743,0.789457113,0.849470203,0.836498402,0.876112352,0.437180839,0.916278978,0.909051675,0.804539971,0.568244811,,,,,,
Sr13,Ktr151,0.889494564,0.797932453,0.769487808,0.830057109,0.761467843,0.90066413,0.673435273,1,0.915053508,1,0.921518216,0.495888129,0.781697239,0.825016546,0.60296316,,,,,,
Sr13,Ktr152,0.891070131,0.719017804,0.616211809,0.814990957,1,0.843266859,0.734989263,0.92831397,1,0.852809758,0.853807308,0.631735454,0.863261868,0.699021617,0.81267942,,,,,,
Sr13,Ktr153,0.820120966,1,0.970936683,0.966945985,0.827152096,0.854775689,0.708323447,0.786871047,0.870329059,1,0.88187689,0.928865449,0.907424592,0.682469365,0.94220439,,,,,,
Sr13,Ktr154,0.886869577,0.711470056,0.783760906,0.785307282,0.811643218,0.893080754,0.906264368,0.990853071,0.913159057,1,0.807653605,0.929635804,0.832789245,0.639535779,0.654037051,,,,,,
Sr13,Ktr155,0.867773402,0.884703347,0.970916667,0.912114822,0.885182599,0.516990022,0.918588003,1,0.649899301,0.90048101,0.874149489,0.697194876,0.737426574,0.697181076,0.583156719,,,,,,
Sr13,Ktr156,0.85688551,0.742815939,0.556089411,0.70369369,0.579449399,1,0.655018303,0.849418033,0.908298995,0.966222593,0.553276286,0.772176603,0.834522388,0.718581826,1,,,,,,
Sr13,Ktr157,0.859133492,0.929550606,0.587519253,1,0.65755348,0.647879758,1,0.930800283,0.925947624,0.702349733,0.861508019,0.855924282,0.702235681,0.841875658,0.928047763,,,,,,
Sr13,Ktr158,0.888273074,1,0.833713878,0.583983278,0.518367992,1,0.796686852,0.987028996,0.648462108,0.620426266,0.76558626,1,0.767878524,0.835527166,1,,,,,,
Sr13,Ktr159,0.840279244,0.510683299,0.880306331,0.477065335,0.996723809,0.603606312,0.925588984,0.945298772,0.968285954,0.675411615,0.652922765,0.824764249,0.639155643,0.544334117,0.665023229,,,,,,
Sr13,Ktr160,0.858026936,0.955412755,0.810791337,0.787677136,0.931873741,0.92057785,0.94263822,0.875484503,0.804913302,0.841313258,0.861029791,0.827453509,0.798916375,1,0.392399896,,,,,,
Sr13,Ktr161,0.931647907,0.812628511,1,0.564097855,0.708294962,0.793975605,1,0.589348605,0.888110078,0.552974049,0.886412599,0.830738941,0.787538857,0.770703242,0.810350579,,,,,,
Sr13,Ktr162,0.825962315,0.922728523,1,0.943548701,0.984755389,0.433076528,1,0.93008965,0.585976086,0.838622247,0.924643854,1,0.922481806,0.400215808,0.743780442,,,,,,
Sr13,Ktr163,0.857356382,0.926987829,0.861020576,0.532840015,0.887173424,0.517695669,0.775617955,0.565283223,0.867147597,0.792681357,0.833472016,1,0.779109019,1,0.862778319,,,,,,
Sr13,Ktr164,0.802646413,0.860718473,0.928996444,0.921054035,0.567934711,0.612267159,0.82963719,0.947166846,0.911567638,1,0.765144006,0.824622975,1,0.719287953,0.920441729,,,,,,
Sr13,Ktr165,0.811651228,0.855214398,0.814425116,0.516093694,0.916431736,0.497843016,0.722583942,1,0.837618568,0.672026869,0.44784744,0.835349472,0.958034631,0.801801812,1,,,,,,
Sr13,Ktr166,0.806573063,0.812257582,0.794184507,0.768712347,0.957739661,0.817862122,0.714348798,0.77571373,0.893309367,1,0.721183337,0.78333666,0.950564248,0.754487371,0.74535197,,,,,,
Sr13,Ktr167,0.805181069,0.72241623,0.678649015,0.863165868,0.860338491,0.606164022,0.953254605,0.879557774,0.624250596,0.663380185,0.768123741,0.890283367,0.815793768,0.895637951,0.827867504,,,,,,
Sr13,Ktr168,0.717188596,0.669024477,0.895432355,0.792414575,0.807482487,0.846586999,0.74746976,0.703663232,0.889464215,0.791128569,0.805695156,0.860467081,1,1,0.928527954,,,,,,
Sr13,Ktr169,0.787451565,0.696400865,0.784462037,0.961801734,0.763712777,0.950678893,0.96903381,1,0.917317518,1,0.798151281,0.876597809,1,0.797789804,0.858050553,,,,,,
Sr13,Ktr170,0.763606322,0.550594681,0.764432937,0.722672754,0.921258327,0.678449469,0.687839634,0.892338791,0.794562754,0.778396187,0.9879164,1,0.678086496,0.813622246,0.868755111,,,,,,
Sr13,Ktr171,0.833486503,0.968655862,1,0.49298562,0.786831373,1,0.898341111,0.891978879,0.747681846,1,0.545531512,1,1,0.987684573,0.618622008,,,,,,
Sr13,Ktr172,0.812473832,0.482225366,0.777584454,0.787896248,1,0.69705214,0.98701553,0.715733351,0.982821024,1,0.74325136,0.77330115,0.61878034,0.992965791,0.307917798,,,,,,
Sr13,Ktr173,0.869047017,0.478535466,0.81313226,0.804277063,0.925258121,1,0.910280343,0.681205848,0.766137139,0.718047922,0.548741134,0.863719134,0.607409864,0.743296305,0.554150216,,,,,,
Sr13,Ktr174,0.771429951,0.623704916,1,0.992951093,1,0.852444712,1,0.73577981,1,0.683644135,1,0.823995163,0.714205938,0.525019248,0.709150689,,,,,,
Sr13,Ktr175,0.808377646,0.834679465,1,1,1,0.954584224,1,0.994153747,0.744395765,0.771917051,0.980932738,0.697771085,0.59703032,0.80833422,0.562317699,,,,,,
Sr13,Ktr176,0.918712441,1,0.845738628,0.95357292,1,0.915635208,0.664755346,0.904050321,0.796946999,0.888889578,0.686271784,0.52937361,0.739852472,0.65261045,0.968730504,,,,,,
Sr13,Ktr177,0.852500617,0.746866254,1,0.814070545,1,1,0.702575775,0.703009792,0.861611989,0.437410266,0.779420282,0.502465364,0.815276246,0.776040626,0.580615356,,,,,,
Sr13,Ktr178,0.896755412,1,1,0.79218472,0.660847078,1,0.946670184,0.9865537,0.785297091,0.934560401,0.845445121,0.953840718,0.928652533,0.692128826,0.498451709,,,,,,
Sr13,Ktr179,0.900835444,0.773454913,1,0.722559336,0.687426894,1,0.881790046,0.886564796,0.298119238,1,0.674354831,0.771630998,0.521479627,0.700789978,0.545699084,,,,,,
Sr13,Ktr180,0.879012962,1,0.931999471,0.914996746,1,0.611431687,0.763576472,0.724176975,0.586131437,0.77540209,0.861659182,0.689058665,0.750681297,0.531165875,0.78554439,,,,,,
Sr13,Ktr181,0.908011562,0.849856218,0.610049517,1,1,0.575478823,0.550495319,0.701598421,0.791466478,0.931628477,0.789440742,0.879134906,0.428427713,0.674355455,0.745291463,,,,,,
Sr13,Ktr182,0.851296866,0.815755151,0.949277852,0.961431241,0.720040566,0.592284378,0.801915816,0.751719541,0.839740328,0.69898674,0.634178821,0.768510759,0.782835447,0.97740153,0.897406192,,,,,,
Sr13,Ktr183,0.817753973,0.821772539,0.558229889,0.687760807,0.525897924,0.684190357,0.866412368,1,0.632048719,0.9195317,0.603480404,1,0.791879263,0.581824609,0.734164405,,,,,,
Sr13,Ktr184,0.890250297,0.513526558,0.854213588,0.695932856,1,0.643237378,0.833456514,1,0.721248418,0.72826119,0.624583174,0.770012117,0.607178356,0.558956782,0.381734355,,,,,,
Sr13,Ktr185,0.863433219,0.716076682,0.457243619,0.644921504,1,0.904544938,0.683467669,0.808349389,0.920263393,0.721750537,0.641519808,0.807747131,0.61958285,0.264348577,0.351712871,,,,,,
Sr13,Ktr186,0.709311339,0.734506795,1,0.451496965,1,1,0.705431411,0.666118497,0.797712096,0.699461342,0.653479498,0.681213823,0.508792161,0.418715295,0.123729486,,,,,,
Sr13,Ktr187,0.665601925,0.86472101,0.904524595,0.984220375,0.654455376,0.464263518,0.863081036,0.703430071,0.977974328,0.843901455,0.640540823,0.39571193,0.271870566,0.103865509,0.231657709,,,,,,
Sr13,Ktr188,0.739495144,0.809576479,0.889621482,0.785465884,0.476753197,0.447314514,0.499142327,0.56576623,0.620261541,0.515690211,0.389947748,0.182693031,0.144803038,0.190818548,0.229171846,,,,,,
Sr13,Ktr189,0.793831164,1,0.831497002,0.578034067,0.796525081,0.772543927,0.546172439,0.584628337,0.696589362,0.388442333,0.3067063,0.128292725,0.193757841,0.200983665,0.212057045,,,,,,
Sr13,Ktr190,0.84471248,0.782027148,0.681221754,0.546797156,0.75327616,0.720935609,0.818561665,0.615150616,0.28728079,0.351510693,0.185601377,0.170649568,0.264367876,0.288059839,0.250761043,,,,,,
Sr13,Ktr191,0.812801337,0.645632861,0.447392417,0.69648548,0.871050732,0.68000472,0.489196973,0.619265166,0.167851283,0.206473937,0.20945696,0.212643964,0.258876587,0.172552062,0.126742101,,,,,,
Sr13,Ktr192,0.708202215,0.594265989,0.439591595,0.777142783,0.59154293,0.390708495,0.395515366,0.19312446,0.128098089,0.226172647,0.211042486,0.173500472,0.113420826,0.14390613,0.267296542,,,,,,
Sr13,Ktr193,0.623652533,0.522731877,0.687759586,0.750348879,0.413076006,0.260254236,0.18441238,0.146491014,0.139266349,0.112658931,0.250926811,0.17745996,0.095943306,0.196009338,0.54005981,,,,,,
Sr13,Ktr194,0.774871929,0.916315998,0.676803171,0.535216732,0.468955742,0.320081799,0.183341989,0.224275191,0.258506842,0.275364144,0.196147549,0.160065885,0.17992685,0.448666641,0.600676646,,,,,,
Sr13,Ktr195,0.711668561,0.543997752,0.653615978,0.399378762,0.304485509,0.158394166,0.15227528,0.290837618,0.171606603,0.193543286,0.150257162,0.2225032,0.254671049,0.385399933,0.474491793,,,,,,
Sr13,Ktr196,0.630086944,0.609679444,0.482549639,0.393686,0.202303718,0.232568855,0.248916152,0.144377475,0.209830987,0.142290305,0.148402792,0.357696274,0.520272189,0.628635914,0.599986205,,,,,,
Sr13,Ktr197,0.560083729,0.444188139,0.197775906,0.109371833,0.122449659,0.188724861,0.241878781,0.15396526,0.161929635,0.205469239,0.42087635,0.334561903,0.416536997,0.571290834,0.60123494,,,,,,
Sr13,Ktr198,0.419467997,0.229736273,0.097644487,0.175258487,0.206214031,0.28365721,0.200615227,0.167332043,0.220660039,0.367294872,0.777187811,0.389263223,0.600839249,0.377738291,0.344467542,,,,,,
Sr13,Ktr199,0.285509321,0.128533411,0.179090606,0.191933248,0.256083766,0.218828674,0.143926403,0.199358187,0.465711188,0.587160101,0.489152821,0.521176352,0.489608086,0.729245628,0.492091398,,,,,,
Sr13,Ktr200,0.161569872,0.215316941,0.21376986,0.193617503,0.213336919,0.150996674,0.270773399,0.400826045,0.779589996,0.412077616,0.488919838,0.534600667,0.709411345,0.553994216,0.513978692,,,,,,
Sr13,Ktr201,0.186053192,0.257006415,0.310561091,0.16980055,0.178642305,0.143382604,0.530523924,0.523400488,0.494042223,0.516099854,0.71413881,0.582918279,0.447091752,0.309683354,0.538945201,,,,,,
Sr13,Ktr202,0.2095267,0.20587988,0.220376949,0.116178183,0.207400368,0.34256988,0.504672174,0.390011188,0.398087008,0.615244305,0.398888829,0.400714117,0.62811401,0.532773991,0.534474493,,,,,,
Sr13,Ktr203,0.247489635,0.11153566,0.146852655,0.173368597,0.185896555,0.46310888,0.603524378,0.474275448,0.604091622,0.377701986,0.482874733,0.265667892,0.481271561,0.725501625,0.860464667,,,,,,
Sr13,Ktr204,0.184165309,0.175876453,0.282880439,0.513350479,0.630863732,0.438449294,0.390308788,0.639457593,0.581003352,0.470030441,0.411595982,0.517617046,0.474192651,0.628684981,0.740266321,,,,,,
Sr13,Ktr205,0.140579602,0.171258745,0.346703398,0.636725786,0.495017733,0.564958425,0.707777455,0.642511749,0.497552028,0.429497321,0.409957198,0.563871098,0.807245683,0.712501197,0.520838548,,,,,,
Sr13,Ktr206,0.200439951,0.312568298,0.370026038,0.53972778,0.667593139,0.516690753,0.39220714,0.360041766,0.379598644,0.387709575,0.565705683,0.704717204,0.88306065,0.49875195,0.299235058,,,,,,
Sr13,Ktr207,0.397711408,0.434197918,0.5416923,0.495196849,0.322561198,0.59534358,0.46031723,0.644869382,0.633331742,0.570497237,0.56241678,0.5497872,0.754543401,0.348307274,0.301972308,,,,,,
Sr13,Ktr208,0.569053054,0.465993643,0.591546332,0.395583917,0.373157123,0.360247221,0.393526045,0.454053316,0.575145253,0.49542726,0.957348238,0.828682515,0.404603336,0.394891438,0.321747709,,,,,,
Sr13,Ktr209,0.540165149,0.414181845,0.699602763,0.438406751,0.472708872,0.482422678,0.449286279,0.528681666,0.623290802,0.828523078,0.622304829,0.31656924,0.351794772,0.374472606,0.241719861,,,,,,
Sr13,Ktr210,0.495974024,0.659324899,0.825179864,0.382624427,0.366427022,0.557955573,0.67041437,0.694188853,0.80612223,0.795229867,0.381622768,0.379741894,0.407989922,0.265612338,0.201264598,,,,,,
Sr13,Ktr211,0.575836334,0.508452756,0.487407149,0.407240767,0.52500605,0.596047402,0.611090857,0.610096915,0.531080775,0.405630625,0.417724999,0.279059145,0.217765862,0.237132337,0.414734511,,,,,,
Sr13,Ktr212,0.524453468,0.589342601,0.572835365,0.557040925,0.604647961,0.665165624,1,0.783186299,0.439871917,0.413195874,0.384667706,0.205043842,0.189879412,0.389534566,0.549571189,,,,,,
Sr13,Ktr213,0.433935348,0.43863977,0.436613222,0.581578608,0.609436445,0.964836115,0.695708241,0.458953664,0.475590558,0.339539866,0.278625462,0.160420331,0.386070714,0.465982533,0.520026034,,,,,,
Sr13,Ktr214,0.484647764,0.502156556,0.536310957,0.589593684,1,0.779989586,0.354130166,0.43699415,0.379383163,0.221180795,0.16548482,0.419829322,0.513303463,0.501908855,0.419820719,,,,,,
Sr13,Ktr215,0.518236702,0.378610388,0.851953976,0.714511463,0.579148468,0.258973127,0.383984137,0.484999683,0.274571926,0.237974914,0.371415234,0.427885543,0.616494181,0.57933795,0.302515689,,,,,,
Sr13,Ktr216,0.587111732,0.90012327,0.856236606,0.511188479,0.389136441,0.271467791,0.295778477,0.191495889,0.194887978,0.386741517,0.408224229,0.44573647,0.381584601,0.395960656,0.611572002,,,,,,
Sr13,Ktr217,0.687110237,0.650917327,0.677383658,0.441347859,0.37378817,0.34495301,0.216861323,0.189925353,0.452465426,0.641799754,0.504327,0.609978964,0.395402081,0.436524718,0.520854333,,,,,,
Sr13,Ktr218,0.733144909,0.638649432,0.212494635,0.400379487,0.430748897,0.207073169,0.185100671,0.382089167,0.507637919,0.386068454,0.440023014,0.495277969,0.40802226,0.556518302,0.392925567,,,,,,
Sr13,Ktr219,0.590676644,0.492103502,0.339008699,0.274868826,0.17987478,0.215258682,0.27716773,0.464563435,0.629466735,0.396674623,0.274604938,0.399171589,0.473770956,0.355533509,0.502483653,,,,,,
Sr13,Ktr220,0.40279862,0.388760335,0.43629971,0.25375688,0.247789274,0.520341578,0.497080752,0.460328551,0.494881273,0.439317017,0.414227811,0.430963626,0.342958309,0.350660218,0.462210233,,,,,,
Sr13,Ktr221,0.355997388,0.467770232,0.24421481,0.259786951,0.382161947,0.563590739,0.573013952,0.394085671,0.31967353,0.472122276,0.627744914,0.402247956,0.510782153,0.284237462,0.430038126,,,,,,
Sr13,Ktr222,0.382125222,0.276783589,0.251197653,0.402468548,0.575724897,0.584461385,0.519588114,0.473236872,0.602310104,0.415803927,0.448463556,0.499305112,0.637000314,0.53222665,0.407328937,,,,,,
Sr13,Ktr223,0.214426457,0.207182479,0.467855426,0.420262224,0.471564046,0.415092855,0.434146969,0.557710392,0.519734877,0.386121057,0.468424308,0.619999086,0.507062771,0.450351673,0.371002118,,,,,,
Sr13,Ktr224,0.226916351,0.32356231,0.332933118,0.565697375,0.375746664,0.437946242,0.369996684,0.32241301,0.258355851,0.557790547,0.499501145,0.69404868,0.330397467,0.450828259,0.399677985,,,,,,
Sr13,Ktr225,0.387182189,0.604243559,0.402004352,0.254894507,0.400008695,0.488477268,0.421399299,0.458128405,0.445475342,0.555617452,0.547474908,0.347136369,0.353546892,0.300510838,0.446379078,,,,,,
Sr13,Ktr226,0.495006196,0.450132774,0.596446928,0.473098287,0.389665146,0.51785524,0.382954134,0.563445921,0.390630793,0.444171769,0.539536817,0.329237357,0.430514202,0.394890463,0.155877458,,,,,,
Sr13,Ktr227,0.481530486,0.42793931,0.468376051,0.469761112,0.487058011,0.37423233,0.449865206,0.523648157,0.386489697,0.45416106,0.301482042,0.466983957,0.409066495,0.136813473,0.012714953,,,,,,
Sr13,Ktr228,0.486904256,0.483335214,0.45003131,0.698099027,0.455620621,0.504956454,0.519217575,0.453226263,0.395835315,0.429404523,0.424451019,0.379963144,0.12334,0.020559394,0.05929275,,,,,,
Sr13,Ktr229,0.410202354,0.510111829,0.637253664,0.256740709,0.542831382,0.412116057,0.61017891,0.561267271,0.326353874,0.440380159,0.312158771,0.138514669,0.02678979,0.108310228,0.069284778,,,,,,
Sr13,Ktr230,0.472604557,0.512050691,0.301554926,0.294076746,0.500788033,0.541745323,0.480805582,0.426678615,0.410830549,0.327935095,0.06874139,0.026315024,0.102898775,0.079995448,0.09625328,,,,,,
Sr13,Ktr231,0.448026622,0.437469108,0.310491273,0.42880576,0.410258049,0.414181888,0.314787569,0.36150378,0.309455802,0.167365849,0.027773541,0.077289499,0.082928317,0.101118292,0.07534069,,,,,,
Sr13,Ktr232,0.358107014,0.561179322,0.402595548,0.545337936,0.54204135,0.284883546,0.349613278,0.329316854,0.141961178,0.025029364,0.087538152,0.065106955,0.170418812,0.075995461,0.074971721,,,,,,
Sr13,Ktr233,0.458242593,0.421406612,0.416445012,0.38782334,0.380063337,0.446013564,0.306790439,0.149055573,0.015771911,0.06710771,0.078360774,0.090672208,0.074037572,0.085252354,0.008042935,,,,,,
Sr13,Ktr234,0.447864941,0.391683141,0.392237307,0.436443631,0.421227147,0.318939354,0.100872711,0.015516371,0.092441537,0.064588972,0.077533037,0.08523696,0.077432832,0.010521496,0.019770072,,,,,,
Sr13,Ktr235,0.489718134,0.320263542,0.284288989,0.409722072,0.552338745,0.137842902,0.029831323,0.076431492,0.077264831,0.085699492,0.091498081,0.091727173,0.013100715,0.022795237,0.033393134,,,,,,
Sr13,Ktr236,0.409659451,0.350483068,0.427982631,0.330492275,0.150949046,0.028458226,0.073916357,0.066683932,0.145148107,0.084913601,0.074835279,0.010457604,0.014943006,0.033108023,0,,,,,,
Sr13,Ktr237,0.379579011,0.393385482,0.449468891,0.141655026,0.034757073,0.077346789,0.08041454,0.111454017,0.064714699,0.066573317,0.007905291,0.024119988,0.042900878,0,0,,,,,,
Sr13,Ktr238,0.385595525,0.282591319,0.134078687,0.028757173,0.081979141,0.063049129,0.06961746,0.077721345,0.093303931,0.010748473,0.023944378,0.04724353,0,0,0.007900919,,,,,,
Sr13,Ktr239,0.336050405,0.146569953,0.027203224,0.077817774,0.064140279,0.122632714,0.104945522,0.100522231,0.00874695,0.020659305,0.047872581,0,0,0.012124353,0,,,,,,
Sr13,Ktr240,0.144115426,0.020759215,0.084671641,0.06458629,0.109884093,0.083024206,0.073129676,0.011789355,0.013574537,0.045919805,0,0,0.00888908,0,0,,,,,,
Sr13,Ktr241,0.026050276,0.067034891,0.078946418,0.089107452,0.059557986,0.08558008,0.014559347,0.019966221,0.037538578,0,0,0.012073499,0,0,0,,,,,,
Sr13,Ktr242,0.087449292,0.062116221,0.074678153,0.09507516,0.093151974,0.011757536,0.014947782,0.041543994,0,0,0.010894509,0,0,0,0,,,,,,
Sr13,Ktr243,0.067622031,0.105087937,0.056299826,0.108800915,0.015030343,0.017185816,0.030895458,0,0,0.010172704,0,0,0,0,0.040438566,,,,,,
Sr13,Ktr244,0.108167926,0.095458193,0.082019043,0.013574824,0.02632783,0.05239102,0,0,0.014143215,0,0,0,0,0.033813489,0.014236691,,,,,,
Sr13,Ktr245,0.077154791,0.100718233,0.012404771,0.024030417,0.034881278,0,0,0.009599069,0,0,0,0,0.033149092,0.020630394,0,,,,,,
Sr13,Ktr246,0.084218941,0.013158237,0.015161962,0.037337242,0,0,0.012518582,0,0,0,0,0.020279088,0.022896148,0,0.013140763,,,,,,
Sr13,Ktr247,0.011427064,0.017294024,0.048590626,0,0,0.011402312,0,0,0,0,0.038973325,0.016696509,0,0.015957326,0,,,,,,
Sr13,Ktr248,0.020373926,0.035932065,0,0,0.013520786,0,0,0,0,0.031014095,0.018019704,0,0.027667649,0,0.011009312,,,,,,
Sr13,Ktr249,0.042403028,0,0,0.010694693,0,0,0,0,0.035134307,0.023874961,0,0.021832033,0,0.009771481,0,,,,,,
Sr13,Ktr250,0,0,0.008413094,0,0,0,0,0.038796194,0.020151669,0,0.018031491,0,0.009078376,0,0,,,,,,
Sr13,Ktr251,0,0.006915197,0,0,0,0,0.026040716,0.021509434,0,0.022215104,0,0.009709078,0,0,0,,,,,,
Sr13,Ktr252,0.013331288,0,0,0,0,0.026353619,0.021632665,0,0.02044031,0,0.014220616,0,0,0,0,,,,,,
Sr13,Ktr253,0,0,0,0,0.032622706,0.026460724,0,0.027100003,0,0.006609467,0,0,0,0,0,,,,,,
Sr13,Ktr254,0,0,0,0.031662226,0.026542383,0,0.020261556,0,0.011111727,0,0,0,0,0,0,,,,,,
Sr13,Ktr255,0,0,0.03779903,0.019238104,0,0.0175533,0,0.006708795,0,0,0,0,0,0,0,,,,,,
Sr13,Ktr256,0,0.031119812,0.027236224,0,0.02159593,0,0.006734274,0,0,0,0,0,0,0,0,,,,,,
Sr13,Ktr257,0.03464719,0.009574382,0,0.01625181,0,0.00996275,0,0,0,0,0,0,0,0,0,,,,,,
Sr13,Ktr258,0.020557797,0,0.015086932,0,0.010602113,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr13,Ktr259,0,0.014524166,0,0.009395089,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr13,Ktr260,0.019195772,0,0.012477165,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr13,Ktr261,0,0.009284025,0,0,0,0,0,0,0,0,0,0,0,0,0.036260024,,,,,,
Sr13,Ktr262,0.00948422,0,0,0,0,0,0,0,0,0,0,0,0,0.045582881,0.018630358,,,,,,
Sr13,Ktr263,0,0,0,0,0,0,0,0,0,0,0,0,0.029732632,0.02273546,0,,,,,,
Sr13,Ktr264,0,0,0,0,0,0,0,0,0,0,0,0.033532688,0.031923131,0,0.013559129,,,,,,
Sr13,Ktr265,0,0,0,0,0,0,0,0,0,0,0.021249807,0.030274964,0,0.011753377,0,,,,,,
Sr13,Ktr266,0,0,0,0,0,0,0,0,0,0.030689091,0.030694471,0,0.012241142,0,0,,,,,,
Sr13,Ktr267,0,0,0,0,0,0,0,0,0.025775681,0.031380517,0,0.012984825,0,0,0,,,,,,
Sr13,Ktr268,0,0,0,0,0,0,0,0.042331185,0.024063227,0,0.011237036,0,0,0,0,,,,,,
Sr13,Ktr269,0,0,0,0,0,0,0.023147777,0.030441729,0,0.012174077,0,0,0,0,0.022446048,,,,,,
Sr13,Ktr270,0,0,0,0,0,0.029663616,0.029650533,0,0.011573252,0,0,0,0,0.017834329,0,,,,,,
Sr13,Ktr271,0,0,0,0,0.020496138,0.029434511,0,0.011140109,0,0,0,0,0.017679031,0,0,,,,,,
Sr13,Ktr272,0,0,0,0.024015866,0.036835301,0,0.010915614,0,0,0,0,0.019646063,0,0,0,,,,,,
Sr13,Ktr273,0,0,0.036995542,0.027615992,0,0.00912504,0,0,0,0,0.023017335,0,0,0,0,,,,,,
Sr13,Ktr274,0,0.032262609,0.038610494,0,0.010426641,0,0,0,0,0.018202682,0,0,0,0,0,,,,,,
Sr13,Ktr275,0.030534355,0.028017255,0,0.009330011,0,0,0,0,0.018096613,0,0,0,0,0,0,,,,,,
Sr13,Ktr276,0.030480615,0,0.013257487,0,0,0,0,0.022866646,0,0,0,0,0,0,0.004870815,,,,,,
Sr13,Ktr277,0,0.009053079,0,0,0,0,0.028132237,0,0,0,0,0,0,0.007542978,0.020635505,,,,,,
Sr13,Ktr278,0.010417234,0,0,0,0,0.019535683,0,0,0,0,0,0,0.007603435,0.038783552,0,,,,,,
Sr13,Ktr279,0,0,0,0,0.018598391,0,0,0,0,0,0,0.007069707,0.031929024,0,0,,,,,,
Sr13,Ktr280,0,0,0,0.017370848,0,0,0,0,0,0,0.008208767,0.031017734,0,0,0.002045582,,,,,,
Sr13,Ktr281,0,0,0.021530184,0,0,0,0,0,0,0.007381842,0.024366145,0,0,0.002769795,0,,,,,,
Sr13,Ktr282,0,0.018695672,0,0,0,0,0,0,0.005711178,0.022810348,0,0,0.002077816,0,0,,,,,,
Sr13,Ktr283,0.021353032,0,0,0,0,0,0,0.009719374,0.028603741,0,0,0.002287104,0,0,0.026281788,,,,,,
Sr13,Ktr284,0,0,0,0,0,0,0.003773049,0.027729539,0,0,0.001892599,0,0,0.024560392,0,,,,,,
Sr13,Ktr285,0,0,0,0,0,0.005420484,0.033128256,0,0,0.002044852,0,0,0.023094483,0,0,,,,,,
Sr13,Ktr286,0,0,0,0,0.004565606,0.031170387,0,0,0.002431137,0,0,0.025131128,0,0,0,,,,,,
Sr13,Ktr287,0,0,0,0.006832673,0.028916383,0,0,0.00287893,0,0,0.015991592,0,0,0,0,,,,,,
Sr13,Ktr288,0,0,0.006551648,0.031081726,0,0,0.002157059,0,0,0.031402362,0,0,0,0,0,,,,,,
Sr14,Ktr1,0,0,0.003884753,0,0.02400798,0,0,0.027284629,0,0,0,0,0,0,0.013685181,,,,,,
Sr14,Ktr2,0,0.004699273,0,0.023765379,0,0,0.026321114,0,0,0,0,0,0,0.016402699,0,,,,,,
Sr14,Ktr3,0.004642311,0,0.025336075,0,0,0.027894006,0,0,0,0,0,0,0.014043531,0,0,,,,,,
Sr14,Ktr4,0,0.022568091,0,0,0.03868182,0,0,0,0,0,0,0.018316936,0,0,0.008934936,,,,,,
Sr14,Ktr5,0.025696905,0,0,0.031249149,0,0,0,0,0,0,0.014661682,0,0,0.006250988,0,,,,,,
Sr14,Ktr6,0,0,0.028002433,0,0,0,0,0,0,0.020098612,0,0,0.011088543,0,0,,,,,,
Sr14,Ktr7,0,0.023907442,0,0,0,0,0,0,0.017732757,0,0,0.008558305,0,0,0.023077555,,,,,,
Sr14,Ktr8,0.025369925,0,0,0,0,0,0,0.021906495,0,0,0.003555764,0,0,0.025301713,0,,,,,,
Sr14,Ktr9,0,0,0,0,0,0,0.018995561,0,0,0.008599252,0,0,0.021625725,0,0,,,,,,
Sr14,Ktr10,0,0,0,0,0,0.018824255,0,0,0.009506603,0,0,0.012217105,0,0,0,,,,,,
Sr14,Ktr11,0,0,0,0,0.022985666,0,0,0.010119018,0,0,0.021995976,0,0,0,0,,,,,,
Sr14,Ktr12,0,0,0,0.014312784,0,0,0.009747469,0,0,0.017925551,0,0,0,0,0,,,,,,
Sr14,Ktr13,0,0,0.006768877,0,0,0.010054575,0,0,0.018982823,0,0,0,0,0,0,,,,,,
