,,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,,,,,,
Sr4,Ktr273,0.017451822,0,0.049588429,0.0072925,0,0,0,0.043103859,0.035888176,0,0.008880631,0.009478525,0.088508319,0.055184569,0.024069657,,,,,,
Sr4,Ktr274,0,0.045009617,0.008311442,0,0,0,0.03629444,0.019275077,0,0.005556279,0.011509483,0.100102889,0.140623827,0.025505953,0,,,,,,
Sr4,Ktr275,0.05288039,0.008256897,0,0,0,0.048991584,0.042358329,0,0.009987836,0.009474301,0.078259655,0.120911876,0.028146556,0,0.013017658,,,,,,
Sr4,Ktr276,0.008819727,0,0,0,0.041997203,0.026263129,0,0.007473729,0.011833253,0.089438055,0.069364168,0.021504411,0,0.006397418,0.030650268,,,,,,
Sr4,Ktr277,0,0,0,0.037726659,0.026154944,0,0.011528622,0.012499327,0.098776088,0.08253204,0.028689381,0,0.009136144,0.042678228,0,,,,,,
Sr4,Ktr278,0,0,0.043580104,0.033207435,0,0.007067379,0.008683285,0.045711117,0.100829136,0.029688113,0,0.009147571,0.017298971,0,0,,,,,,
Sr4,Ktr279,0,0.049739041,0.030883526,0,0.0075622,0.014679864,0.10418353,0.077101966,0.040125685,0,0.012691234,0.033704764,0,0,0.003092412,,,,,,
Sr4,Ktr280,0.041194922,0.035136043,0,0.006346704,0.008694535,0.081740597,0.09374302,0.027215303,0,0.014496068,0.03140638,0,0,0.002560197,0.009395345,,,,,,
Sr4,Ktr281,0.0318787,0,0.005142518,0.014951846,0.100713038,0.103547412,0.037794066,0,0.013641409,0.035398209,0,0,0.002512506,0.007246372,0,,,,,,
Sr4,Ktr282,0,0.010683264,0.0129517,0.109310402,0.082583469,0.023163584,0,0.009925355,0.031125309,0,0,0.002030182,0.006586746,0,0.071647565,,,,,,
Sr4,Ktr283,0.009211664,0.011523487,0.067128199,0.064124588,0.02746944,0,0.011719643,0.034532311,0,0,0.002832671,0.008672518,0,0.072885095,0.109868526,,,,,,
Sr4,Ktr284,0.011898573,0.093021387,0.083470022,0.03208337,0,0.011666386,0.034902049,0,0,0.001879257,0.009237143,0,0.090888017,0.069659783,0.066941309,,,,,,
Sr4,Ktr285,0.088511365,0.10564373,0.030066488,0,0.01361803,0.03366238,0,0,0.002752015,0.005521949,0,0.099914663,0.081608062,0.050009305,0.063224599,,,,,,
Sr4,Ktr286,0.081780169,0.030696713,0,0.010649891,0.031946545,0,0,0.001831184,0.006495318,0,0.092660064,0.10798254,0.058175032,0.089600864,0.003678106,,,,,,
Sr4,Ktr287,0.028950462,0,0.009766381,0.029775928,0,0,0.00233133,0.007481305,0,0.049326406,0.126591778,0.055252003,0.102289611,0.003650959,0,,,,,,
Sr4,Ktr288,0,0.012993527,0.036549144,0,0,0.00331209,0.010771534,0,0.085782513,0.120010484,0.043173209,0.108966468,0.002531964,0,0,,,,,,
Sr5,Ktr1,0.028031862,0,0.042117286,0.011845636,0,0.009067332,0,0.00E+00,0,0,0,0,0.002995447,0.005610908,0,,,,,,
Sr5,Ktr2,0,0.046738906,0.006419377,0,0.008232676,0,0.00E+00,0,0,0,0,0.003824001,0.003900052,0,0,,,,,,
Sr5,Ktr3,0.04497612,0.010682996,0,0.008363551,0,0.00E+00,0,0,0,0,0.002900981,0.003601311,0,0,0,,,,,,
Sr5,Ktr4,0.014101119,0,0.009081739,0,0.00E+00,0,0,0,0,0.002848578,0.00437205,0,0,0,0.003551493,,,,,,
Sr5,Ktr5,0,0.010396525,0,0.00E+00,0,0,0,0,0.002398164,0.003949917,0,0,0,0.005190369,0,,,,,,
Sr5,Ktr6,0.008900905,0,0.00E+00,0,0,0,0,0.003032572,0.002592881,0,0,0,0.00662869,0,0,,,,,,
Sr5,Ktr7,0,0.00E+00,0,0,0,0,0.002834533,0.003094171,0,0,0,0.003850423,0,0,0,,,,,,
Sr5,Ktr8,0.00E+00,0,0,0,0,0.003040376,0.00361541,0,0,0,0.004672347,0,0,0,0,,,,,,
Sr5,Ktr9,0,0,0,0,0.004628334,0.002792723,0,0,0,0.005439022,0,0,0,0,0,,,,,,
Sr5,Ktr10,0,0,0,0.003019192,0.004960002,0,0,0,0.003895654,0,0,0,0,0,0,,,,,,
Sr5,Ktr11,0,0,0.00308327,0.003612125,0,0,0,0.005926218,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr12,0,0.004078925,0.003694684,0,0,0,0.001430715,0,0,0,0,0,0,0,0.021597755,,,,,,
Sr5,Ktr13,0.003194489,0.003398566,0,0,0,0.003787221,0,0,0,0,0,0,0,0.020041142,0,,,,,,
Sr5,Ktr14,0.003876148,0,0,0,0.00408856,0,0,0,0,0,0,0,0.020083379,0,0.016807017,,,,,,
Sr5,Ktr15,0,0,0,0.00452549,0,0,0,0,0,0,0,0.021997595,0,0.016678154,0,,,,,,
Sr5,Ktr16,0,0,0.005115662,0,0,0,0,0,0,0,0.016763696,0,0.021000497,0,0,,,,,,
Sr5,Ktr17,0,0.005017634,0,0,0,0,0,0,0,0.024962578,0,0.025339289,0,0,0.005862952,,,,,,
Sr5,Ktr18,0.004457037,0,0,0,0,0,0,0,0.01955173,0,0.021978265,0,0,0.005648577,0,,,,,,
Sr5,Ktr19,0,0,0,0,0,0,0,0.014893937,0,0.015719456,0,0,0.005777054,0,0,,,,,,
Sr5,Ktr20,0,0,0,0,0,0,0.023084056,0,0.016394519,0,0,0.005080369,0,0,0,,,,,,
Sr5,Ktr21,0,0,0,0,0,0.018931347,0,0.017906492,0,0,0.0052432,0,0,0,0,,,,,,
Sr5,Ktr22,0,0,0,0,0.019830002,0,0.020307998,0,0,0.00517449,0,0,0,0,0,,,,,,
Sr5,Ktr23,0,0,0,0.023977357,0,0.020362954,0,0,0.005089682,0,0,0,0,0,0.001828016,,,,,,
Sr5,Ktr24,0,0,0.016336224,0,0.025045718,0,0,0.00362684,0,0,0,0,0,0.002407745,0.031138023,,,,,,
Sr5,Ktr25,0,0.026046835,0,0.0195212,0,0,0.00388997,0,0,0,0,0,0.001891606,0.035715382,0,,,,,,
Sr5,Ktr26,0.020734737,0,0.01882591,0,0,0.006187542,0,0,0,0,0,0.00262009,0.029647634,0,0,,,,,,
Sr5,Ktr27,0,0.024047261,0,0,0.007363218,0,0,0,0,0,0.002695699,0.036780701,0,0,0.006181904,,,,,,
Sr5,Ktr28,0.020512045,0,0,0.006107102,0,0,0,0,0,0.002674564,0.03317702,0,0,0.007790067,0,,,,,,
Sr5,Ktr29,0,0,0.006322826,0,0,0,0,0,0.002788575,0.033828263,0,0,0.007446542,0,0,,,,,,
Sr5,Ktr30,0,0.004611526,0,0,0,0,0,0.002166238,0.038421684,0,0,0.007369065,0,0,0,,,,,,
Sr5,Ktr31,0.005422667,0,0,0,0,0,0.003001949,0.029737723,0,0,0.005215058,0,0,0,0,,,,,,
Sr5,Ktr32,0,0,0,0,0,0.001960725,0.01952483,0,0,0.005223174,0,0,0,0,0,,,,,,
Sr5,Ktr33,0,0,0,0,0.002148786,0.043405035,0,0,0.005792649,0,0,0,0,0,0,,,,,,
Sr5,Ktr34,0,0,0,0.002776165,0.032757148,0,0,0.009214117,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr35,0,0,0.001862507,0.029820053,0,0,0.005944615,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr36,0,0.002341307,0.038709687,0,0,0.009626498,0,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr37,0.002168737,0.026995786,0,0,0.006497048,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr38,0.034453022,0,0,0.007958484,0,0,0,0,0,0,0,0,0,0,0.082744924,,,,,,
Sr5,Ktr39,0,0,0.005368968,0,0,0,0,0,0,0,0,0,0,0.091457053,0.088772132,,,,,,
Sr5,Ktr40,0,0.006508312,0,0,0,0,0,0,0,0,0,0,0.118175006,0.074755552,0.079504293,,,,,,
Sr5,Ktr41,0.006799373,0,0,0,0,0,0,0,0,0,0,0.055404544,0.094566425,0.076950487,0,,,,,,
Sr5,Ktr42,0,0,0,0,0,0,0,0,0,0,0.089413232,0.092872158,0.095116555,0,0.023673897,,,,,,
Sr5,Ktr43,0,0,0,0,0,0,0,0,0,0.08371334,0.081450704,0.099958693,0,0.026687189,0,,,,,,
Sr5,Ktr44,0,0,0,0,0,0,0,0,0.077692154,0.097309814,0.070037187,0,0.021332789,0,0,,,,,,
Sr5,Ktr45,0,0,0,0,0,0,0,0.06830918,0.075822544,0.064958834,0,0.015268334,0,0,0,,,,,,
Sr5,Ktr46,0,0,0,0,0,0,0.083899359,0.093518165,0.110520497,0,0.019709329,0,0,0,0,,,,,,
Sr5,Ktr47,0,0,0,0,0,0.086353583,0.050600129,0.087629104,0,0.020969726,0,0,0,0,0,,,,,,
Sr5,Ktr48,0,0,0,0,0.09471141,0.077695567,0.080471212,0,0.029142513,0,0,0,0,0,0,,,,,,
Sr5,Ktr49,0,0,0,0.048260251,0.084309064,0.093214589,0,0.017417168,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr50,0,0,0.082425181,0.093117065,0.055477903,0,0.021605428,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr51,0,0.091465168,0.09542884,0.082207512,0,0.024291113,0,0,0,0,0,0,0,0,0.001510005,,,,,,
Sr5,Ktr52,0.083408284,0.084973344,0.071806696,0,0.025920534,0,0,0,0,0,0,0,0,0.001962896,0,,,,,,
Sr5,Ktr53,0.080143903,0.076253985,0,0.023580073,0,0,0,0,0,0,0,0,0.001546517,0,0,,,,,,
Sr5,Ktr54,0.073805725,0,0.018434952,0,0,0,0,0,0,0,0,0.001243542,0,0,0,,,,,,
Sr5,Ktr55,0,0.027189157,0,0,0,0,0,0,0,0,0.00137364,0,0,0,0.025348101,,,,,,
Sr5,Ktr56,0.022754266,0,0,0,0,0,0,0,0,0.001804179,0,0,0,0.032992273,0,,,,,,
Sr5,Ktr57,0,0,0,0,0,0,0,0,0.001489078,0,0,0,0.027947114,0,0,,,,,,
Sr5,Ktr58,0,0,0,0,0,0,0,0.001471294,0,0,0,0.026222503,0,0,0,,,,,,
Sr5,Ktr59,0,0,0,0,0,0,0.001769271,0,0,0,0.036577257,0,0,0,0,,,,,,
Sr5,Ktr60,0,0,0,0,0,0.001647947,0,0,0,0.030985171,0,0,0,0,0.006837966,,,,,,
Sr5,Ktr61,0,0,0,0,0.001714548,0,0,0,0.035208567,0,0,0,0,0.008025012,0,,,,,,
Sr5,Ktr62,0,0,0,0.000383438,0,0,0,0.023834767,0,0,0,0,0.005395927,0,0,,,,,,
Sr5,Ktr63,0,0,0.001276789,0,0,0,0.040458428,0,0,0,0,0.008182097,0,0,0,,,,,,
Sr5,Ktr64,0,0.001292574,0,0,0,0.033427088,0,0,0,0,0.007089964,0,0,0,0,,,,,,
Sr5,Ktr65,0.001494526,0,0,0,0.035122278,0,0,0,0,0.006635092,0,0,0,0,0,,,,,,
Sr5,Ktr66,0,0,0,0.031185871,0,0,0,0,0.007530361,0,0,0,0,0,0,,,,,,
Sr5,Ktr67,0,0,0.023379825,0,0,0,0,0.006384439,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr68,0,0.03561396,0,0,0,0,0.007108729,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr69,0.028836066,0,0,0,0,0.00581501,0,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr70,0,0,0,0,0.007283373,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr71,0,0,0,0.007031429,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr72,0,0,0.006874592,0,0,0,0,0,0,0,0,0,0,0,0.016544325,,,,,,
Sr5,Ktr73,0,0.008081138,0,0,0,0,0,0,0,0,0,0,0,0.012075899,0,,,,,,
Sr5,Ktr74,0.006599613,0,0,0,0,0,0,0,0,0,0,0,0.017294723,0,0.010142322,,,,,,
Sr5,Ktr75,0,0,0,0,0,0,0,0,0,0,0,0.01397761,0,0.010532282,0,,,,,,
Sr5,Ktr76,0,0,0,0,0,0,0,0,0,0,0.013957769,0,0.014821299,0,0,,,,,,
Sr5,Ktr77,0,0,0,0,0,0,0,0,0,0.014281593,0,0.011694811,0,0,0,,,,,,
Sr5,Ktr78,0,0,0,0,0,0,0,0,0.013883744,0,0.010482105,0,0,0,0,,,,,,
Sr5,Ktr79,0,0,0,0,0,0,0,0.017421116,0,0.009519806,0,0,0,0,0,,,,,,
Sr5,Ktr80,0,0,0,0,0,0,0.014873021,0,0.005598144,0,0,0,0,0,0,,,,,,
Sr5,Ktr81,0,0,0,0,0,0.019385504,0,0.011596713,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr82,0,0,0,0,0.018694298,0,0.010273385,0,0,0,0,0,0,0,0,,,,,,
Sr5,Ktr83,0,0,0,0.016094391,0,0.007866829,0,0,0,0,0,0,0,0,0.019568603,,,,,,
Sr5,Ktr84,0,0,0.014939039,0,0.011593419,0,0,0,0,0,0,0,0,0.014703007,0.167282925,,,,,,
Sr5,Ktr85,0,0.007159136,0,0.014321773,0,0,0,0,0,0,0,0,0.015485074,0.170023353,0.190064698,,,,,,
Sr5,Ktr86,0.016136261,0,0.013015337,0,0,0,0,0,0,0,0,0.016949321,0.220228412,0.222640877,0.151511458,,,,,,
Sr5,Ktr87,0,0.014183199,0,0,0,0,0,0,0,0,0.012095051,0.16544321,0.213492582,0.136346,0.120595596,,,,,,
Sr5,Ktr88,0.010946144,0,0,0,0,0,0,0,0,0.021059366,0.129822958,0.184080738,0.111810205,0.180812094,0.073051819,,,,,,
Sr5,Ktr89,0,0,0,0,0,0,0,0,0.00597678,0.09591639,0.243396751,0.186855365,0.100546124,0.052108622,0.156031207,,,,,,
Sr5,Ktr90,0,0,0,0,0,0,0,0.015616654,0.168907236,0.217067247,0.094374827,0.131633484,0.088438073,0.097068116,0.194794879,,,,,,
Sr5,Ktr91,0,0,0,0,0,0,0.020720184,0.124468645,0.196141833,0.151141486,0.140152037,0.069106665,0.134368632,0.155207401,0.077695341,,,,,,
Sr5,Ktr92,0,0,0,0,0,0.016062017,0.135286177,0.184666848,0.115360916,0.140367851,0.087424685,0.149503663,0.202223188,0.038812285,0.118390449,,,,,,
Sr5,Ktr93,0,0,0,0,0.02034988,0.174627802,0.135120759,0.098610265,0.155044378,0.0576157,0.142799599,0.200265087,0.070764521,0.135765714,0.144920811,,,,,,
Sr5,Ktr94,0,0,0,0.019449305,0.178678343,0.242116433,0.131620089,0.134342956,0.063811877,0.138095086,0.248520731,0.050169059,0.174871616,0.203222722,0.443440903,,,,,,
Sr5,Ktr95,0,0,0.018302505,0.098134633,0.154421006,0.17424231,0.121624052,0.066456949,0.134791645,0.269903915,0.071357423,0.174910589,0.196718378,0.467061087,0.58195153,,,,,,
Sr5,Ktr96,0,0.01723607,0.138177401,0.2255875,0.14338385,0.127582686,0.047397565,0.090543338,0.23268855,0.071269788,0.128200928,0.144520766,0.367577622,0.552946071,0.608300312,,,,,,
Sr5,Ktr97,0.016956681,0.181267557,0.25331885,0.153128516,0.159741925,0.065950517,0.169930815,0.126298599,0.053685676,0.11636145,0.127043794,0.286076254,0.613567015,0.624794382,0.552074266,,,,,,
Sr5,Ktr98,0.148811703,0.212105051,0.091077318,0.099742462,0.065619673,0.1512736,0.288709451,0.061693052,0.117779252,0.219652962,0.430130156,0.751086456,0.64545193,0.46067254,0.677473451,,,,,,
Sr5,Ktr99,0.182097412,0.157026326,0.093033249,0.080406717,0.117295125,0.172717667,0.069812467,0.177659018,0.194311022,0.226834593,0.94516915,0.795300401,0.663626361,0.598227413,0.62585158,,,,,,
Sr5,Ktr100,0.144386454,0.125258793,0.054340703,0.140490915,0.193388817,0.06233239,0.118613686,0.254516599,0.409904383,0.63660954,0.696521145,0.912626841,0.679361266,0.614390634,0.486324631,,,,,,
Sr5,Ktr101,0.134088018,0.072020369,0.109465191,0.225848639,0.036375032,0.127705303,0.249821915,0.288598231,0.561651902,0.592961878,0.851032697,0.715669483,0.562552352,0.701558249,0.842762788,,,,,,
Sr5,Ktr102,0.06916213,0.148757786,0.220884729,0.058185584,0.180556857,0.188426181,0.398102713,0.628945113,0.541767615,0.366680141,0.501945336,0.669990005,0.376397389,0.67364127,0.941444249,,,,,,
Sr5,Ktr103,0.131158261,0.182290372,0.07022421,0.164439019,0.233773386,0.437366126,0.523668052,0.855039077,0.713702827,0.69562108,0.769636008,0.700208406,0.767666546,0.892167845,0.869741195,,,,,,
Sr5,Ktr104,0.195523419,0.062828943,0.181250208,0.280954246,0.350781266,0.565066695,0.583983143,0.71289534,0.858029696,0.665927165,0.695705883,0.771427116,0.75280351,0.956828199,0.905088218,,,,,,
Sr5,Ktr105,0.05789004,0.146963446,0.1771723,0.308682293,0.739482154,0.534017689,0.583836724,0.605145688,0.708827435,0.68864015,0.643501087,0.927691328,1,0.57277452,0.720440466,,,,,,
Sr5,Ktr106,0.139393071,0.261323328,0.3104356,0.644019044,0.735202535,0.795195335,0.419599291,0.881692273,0.72143216,0.712760721,0.739345377,0.726337209,0.648399767,0.793496892,0.713533754,,,,,,
Sr5,Ktr107,0.206563951,0.368085781,0.602157391,0.794070296,0.588726754,0.640812864,0.660740775,0.602994924,0.45740046,0.850346387,0.915710255,0.678323069,0.584941147,0.615139504,0.466038839,,,,,,
Sr5,Ktr108,0.369408468,0.703720775,0.635334503,0.511717399,0.841034557,0.989208458,0.409026715,0.569780704,0.97469958,0.770203482,0.648328759,0.774679792,0.747072755,0.813687057,0.528796754,,,,,,
Sr5,Ktr109,0.643058291,0.614083977,0.713014687,0.622561531,0.859460818,0.609915,0.634901913,0.714230277,0.596519564,0.788257369,0.673465813,0.603314381,0.633762442,0.582816233,0.57528052,,,,,,
Sr5,Ktr110,0.703058668,0.514338657,0.985021299,0.665128995,0.56758938,0.7611492,1,0.856883245,0.680120202,0.564006693,0.640397277,0.495559534,0.575590306,0.589046601,0.595270242,,,,,,
Sr5,Ktr111,0.650273241,0.750691364,0.588104618,0.584756609,0.555707967,0.620758234,0.662811728,0.516205866,0.675967691,0.521141299,0.640798956,0.594965141,0.453029278,0.527540186,0.396010469,,,,,,
Sr5,Ktr112,0.694025055,0.688974158,0.561203085,0.979221424,1,0.802807947,0.852274953,0.476980093,0.643910632,0.520201599,0.591723821,0.760807181,0.691904064,0.442498578,0.396092274,,,,,,
Sr5,Ktr113,0.694685692,0.577491642,0.951733195,0.646434305,1,0.769076162,0.856520686,0.402881165,0.753614593,0.71015431,0.45538951,0.818782284,0.740032921,0.525424232,0.642806092,,,,,,
Sr5,Ktr114,0.620067761,0.790070181,0.880436698,0.752495267,0.763256468,0.521979154,0.55153729,0.528955654,0.714743293,0.722145129,0.579000882,0.744045804,0.503537368,0.496465424,0.437668332,,,,,,
Sr5,Ktr115,0.700050273,0.812683695,0.737913058,0.796354243,0.579538342,0.752439854,0.563062834,0.634685318,0.48680892,0.521225336,0.587095036,0.554675979,0.49235442,0.521422671,0.918848025,,,,,,
Sr5,Ktr116,0.808097437,0.66854969,0.8575314,0.657561325,0.692821215,0.473498197,0.574563765,0.464583086,0.768483088,0.487103596,0.519290223,0.455270558,0.449317524,0.964943059,0.97357965,,,,,,
Sr5,Ktr117,0.778459711,0.682228658,0.457355305,0.574019696,0.508015455,0.644915452,0.75051004,0.408624586,0.579250436,0.435364134,0.610625848,0.690284944,0.647756363,0.932278889,0.963573442,,,,,,
Sr5,Ktr118,0.688708494,0.696871024,0.874817457,0.563856634,0.639951944,0.499366858,0.476495126,0.723412563,0.533624001,0.67215313,0.737296294,0.682646391,0.809623052,1,0.912064178,,,,,,
Sr5,Ktr119,0.669503147,0.617266036,0.558096465,0.74737406,0.647278991,0.588452681,0.567131538,0.565867454,0.569647066,0.823575039,0.853422274,0.550815248,1,0.785670758,0.884465068,,,,,,
Sr5,Ktr120,0.642045252,0.551094734,0.629533177,0.684679931,0.562923036,0.675501991,0.55702767,0.872465763,0.535322432,0.790480538,0.570271908,1,0.894527846,0.66882935,0.542784099,,,,,,
Sr5,Ktr121,0.528024222,0.400370434,0.404772834,0.617329217,0.724261038,0.630008012,0.683751392,0.529648049,0.558550077,1,1,0.643902026,0.763996799,0.802027605,0.772692878,,,,,,
Sr5,Ktr122,0.609399181,0.637297486,0.834941609,0.432282043,0.741306666,0.663780992,0.520293271,0.779315403,0.975256517,0.912276581,0.840582171,0.79583753,1,0.597561085,0.793651898,,,,,,
Sr5,Ktr123,0.600074567,0.482527257,0.46210372,0.436247914,0.71569218,0.717609565,0.795110714,0.951810165,0.756477802,0.84876547,0.814417967,0.764058817,1,0.875858198,0.806289828,,,,,,
Sr5,Ktr124,0.595859086,0.765138604,0.74861666,0.755547683,0.598496272,0.869810641,0.840612424,0.957796366,0.981323572,0.665345076,0.962796269,0.959800653,0.581973537,0.79151952,0.655852894,,,,,,
Sr5,Ktr125,0.672996008,0.648770902,0.459413975,0.991514631,0.563204479,1,1,1,0.745391196,0.787042177,1,0.94537182,0.89674092,1,0.634789346,,,,,,
Sr5,Ktr126,0.552589859,0.730472808,0.496570488,0.694777353,0.597284836,0.682577745,0.899929452,0.77966747,0.810342356,1,0.827817672,0.749669023,0.918177917,0.681507948,0.615253379,,,,,,
Sr5,Ktr127,0.606374464,0.665522419,0.692320993,0.5823503,0.860594869,1,0.574957266,0.884422602,0.765998492,1,0.907868914,1,0.671292971,0.918501173,1,,,,,,
Sr5,Ktr128,0.636546155,0.680258136,0.632244346,0.73224274,0.769424402,0.604642793,0.814083425,0.845045537,0.765164667,0.9075531,0.737865514,0.87899034,0.848667161,0.807966118,1,,,,,,
Sr5,Ktr129,0.742410075,0.865950863,0.580996334,0.919879131,0.830222875,0.954934693,0.638799367,1,0.989408207,0.855603599,0.96547014,0.644231455,0.944502381,0.948136471,0.857074823,,,,,,
Sr5,Ktr130,0.801156919,1,0.725183806,0.869439933,0.697427684,0.877414258,1,0.841216362,0.916660459,1,0.905843685,0.723823417,0.651993977,0.993522897,1,,,,,,
Sr5,Ktr131,0.860298921,1,0.77296755,0.925853473,0.9803563,1,0.803454665,0.774164516,1,0.569581641,1,0.902357635,0.732775714,0.728975359,0.612060894,,,,,,
Sr5,Ktr132,0.867053507,1,0.781297818,0.896855213,1,0.786214917,1,1,0.673798393,0.600282946,0.946863539,0.914750528,0.913833737,0.940939218,0.706201021,,,,,,
Sr5,Ktr133,0.813578529,0.639624571,0.822232018,0.607780878,0.964640633,0.689052574,0.796852899,0.766349283,0.7718908,1,0.795585584,0.900724123,0.633552889,0.994484381,1,,,,,,
Sr5,Ktr134,0.799413805,0.802672321,1,0.589622602,0.940710498,0.775216239,0.590473619,0.62933328,1,0.50760703,0.649086273,0.82968206,0.650244023,0.896537324,1,,,,,,
Sr5,Ktr135,0.836180536,0.90757341,0.983578286,0.825678188,0.976003558,0.667485455,0.898706588,0.594814205,0.812985629,0.886220031,0.732703138,0.852351544,1,0.789541125,1,,,,,,
Sr5,Ktr136,0.901923595,0.500196979,0.794133522,0.874271724,0.557515881,0.7810001,0.646736949,0.719987571,1,0.652704885,1,1,1,0.860692503,0.830363138,,,,,,
Sr5,Ktr137,0.858993801,1,0.75798788,0.833448069,0.818169074,0.790742529,1,0.836474125,0.752983478,0.702894314,1,0.666496543,1,0.470642558,0.789394073,,,,,,
Sr5,Ktr138,0.887751767,1,0.938616573,0.501119046,0.849764928,0.87993831,1,0.555933097,1,1,1,1,0.683843446,0.870804963,0.958840008,,,,,,
Sr5,Ktr139,0.831833234,0.644398997,0.934214639,0.791623829,1,0.933564022,0.618069184,0.899491,1,0.823630783,0.725150845,0.834691167,1,0.845861635,1,,,,,,
Sr5,Ktr140,0.758165833,1,0.623217512,0.964114029,0.682681903,0.598650195,0.742225989,0.689007646,0.896202791,1,0.980566636,0.975092432,0.942802603,0.87575626,0.531700431,,,,,,
Sr5,Ktr141,0.850132598,0.792755454,1,0.545257455,0.973754001,0.929476265,0.725519231,0.863509742,0.884443746,1,1,0.804966046,0.982564992,0.92062515,0.737830722,,,,,,
Sr5,Ktr142,0.859075825,0.975804031,1,0.778889036,0.716100377,0.939899131,0.830967122,0.895660967,0.873781538,0.776436142,0.795591518,0.909970725,0.537193859,0.750644799,0.873094331,,,,,,
Sr5,Ktr143,0.833707607,0.866518065,0.604214393,0.827932224,0.952524365,0.913064964,1,0.794803732,0.978191289,1,0.885682892,0.862849216,0.813383342,0.812795288,0.590356778,,,,,,
Sr5,Ktr144,0.901455166,0.676354464,0.853727853,1,1,0.778580362,0.711925813,0.796358912,0.634407951,0.894586767,0.674163898,0.868566275,0.610035152,1,0.823944976,,,,,,
Sr5,Ktr145,0.824664516,0.831642538,1,0.694773822,0.216731222,0.602114951,0.729921943,0.922835044,0.988861482,0.644391418,0.869890983,0.654597837,1,0.962934667,0.696576721,,,,,,
Sr5,Ktr146,0.804405912,0.572145328,1,1,0.733164571,1,1,0.567468328,0.945229608,0.925234441,0.73929094,0.826154943,0.87194291,0.823870459,0.748189281,,,,,,
Sr5,Ktr147,0.941089524,0.765811353,0.831423374,0.94324117,0.816178588,0.881392686,0.743623817,0.553164502,0.509672088,0.842468708,1,0.916536924,0.948641738,0.914876856,0.867062999,,,,,,
Sr5,Ktr148,0.853586037,0.685932737,0.71068808,1,0.821851692,0.745282773,0.994126361,1,1,0.932372971,0.972799158,0.564249819,1,0.907147053,1,,,,,,
Sr5,Ktr149,0.884343656,0.921008253,0.973734796,0.973541908,0.730466666,0.823723364,0.974220249,0.934520373,0.980317834,1,1,0.88568441,0.405424205,0.185859304,0.844466399,,,,,,
Sr5,Ktr150,0.836731433,0.958807021,0.791372516,0.76799723,0.8074077,1,0.647750171,0.998809601,1,0.52668587,0.820457025,0.690674711,0.876874311,0.894636939,0.870566337,,,,,,
Sr5,Ktr151,0.876643001,0.668707293,0.934516928,1,0.890552218,0.975932677,0.940947269,0.887652614,0.795883106,0.808971381,0.988585008,0.79458163,0.782664305,0.799468176,0.407078588,,,,,,
Sr5,Ktr152,0.868803294,0.861631664,0.947667835,1,0.881186128,0.847407215,1,0.640338983,1,0.927638715,0.759936251,0.85154125,0.808936143,0.921199584,0.454968257,,,,,,
Sr5,Ktr153,0.834643178,0.990908248,1,0.591423325,0.905210631,0.792708692,0.960815467,1,1,0.966180694,0.982167324,0.831279774,0.90536716,0.824415257,0.710334592,,,,,,
Sr5,Ktr154,0.841638896,0.852564278,1,0.600598822,0.965442564,0.643895121,1,0.757375465,1,1,0.528716692,0.79985532,0.649182963,0.441411619,0.749639734,,,,,,
Sr5,Ktr155,0.82586595,0.956747872,0.953531076,0.683404027,0.645175118,1,1,1,0.668715078,0.896670482,0.577479775,0.564557519,0.626970838,0.515784425,0.497576427,,,,,,
Sr5,Ktr156,0.856071579,0.898771524,0.959939781,0.896849658,0.85952671,1,0.846350571,0.86675391,0.757985645,0.988546453,0.806971393,0.654694477,0.665331047,0.414799691,0.564236159,,,,,,
Sr5,Ktr157,0.925038895,0.843932616,0.81664188,0.48968856,0.967764199,0.957970056,0.386622905,0.668843793,0.605021429,0.62980361,0.496679157,0.570504961,0.546184031,0.455563963,0.58993649,,,,,,
Sr5,Ktr158,0.861247842,0.683584446,1,0.976381408,0.724109781,0.963743195,0.808173374,0.864594388,0.681082284,0.548056683,0.588128699,0.619486093,0.822453635,0.893462182,0.52008394,,,,,,
Sr5,Ktr159,0.871501047,0.955252035,0.631459749,0.391198542,0.808287376,0.990543272,0.660088225,0.911984861,0.529427866,0.565728368,0.417194515,0.572228027,0.726474901,0.654818049,0.727981645,,,,,,
