,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,Kt16,Kt17,Kt18,Kt19,Kt20,Kt21,Kt22,Kt23,Kt24,Kt25,Kt26,Kt27,Kt28,Kt29,Kt30,Kt31,Kt32,Kt33,Kt34,Kt35,Kt36,Kt37,Kt38,Kt39,Kt40,Kt41,Kt42,Kt43,Kt44
Ktr144,0.908310361,0.855878885,0.831900057,0.828138543,0.83635901,0.848326124,0.85580455,0.853083787,0.844552659,0.837124825,0.83582435,0.838116943,0.839578723,0.836968729,0.831777686,0.826679243,0.821164528,0.814877712,0.808636204,0.795089659,0.780795895,0.755259363,0.732428017,0.692634526,0.648000255,0.507365142,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.69201305
Ktr145,0.853488309,0.850377286,0.848522686,0.847505659,0.846907355,0.846308922,0.845291512,0.843597515,0.841614293,0.83989045,0.838738717,0.837528344,0.83539271,0.831809464,0.827633353,0.824063392,0.819474483,0.812627702,0.806555268,0.792667609,0.77748146,0.752563903,0.726207007,0.685397774,0.639594117,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.681354464
Ktr146,0.769114717,0.839932522,0.871960066,0.876182233,0.863583907,0.845149973,0.831865314,0.831446166,0.838534168,0.844502313,0.842939485,0.83629815,0.829246667,0.825373861,0.82395041,0.823167458,0.816957162,0.810752229,0.804235692,0.790085584,0.772796844,0.749904079,0.719793101,0.677970032,0.630035622,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.699710709
Ktr147,0.686761971,0.828862462,0.893830971,0.903521958,0.879789882,0.844489203,0.81947438,0.820073952,0.835512775,0.848489785,0.846265106,0.834343607,0.822791346,0.819156976,0.820919533,0.823040649,0.814017725,0.809047268,0.80178226,0.78750778,0.767440922,0.746868901,0.713238648,0.670461645,0.619265141,0.449723785,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.73302678
Ktr148,0.644691006,0.82273818,0.904365153,0.916867773,0.887541887,0.843683344,0.81258799,0.813407593,0.832717598,0.848949373,0.846260135,0.831710519,0.818087014,0.814905937,0.818602919,0.82234342,0.811305285,0.807185985,0.799363249,0.785150781,0.762389438,0.743047733,0.706535404,0.663009004,0.607306291,0.430256432,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.759972924
Ktr149,0.667909056,0.825284666,0.897258313,0.907973267,0.881572798,0.842200175,0.813998669,0.813934011,0.830261776,0.844060004,0.841424078,0.828518775,0.816526213,0.813749735,0.816977556,0.820119116,0.809283613,0.804934978,0.797093206,0.783078675,0.758386209,0.738157473,0.69967316,0.655646444,0.594375405,0.411047234,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.765095194
Ktr150,0.728408553,0.832842573,0.880069954,0.886234637,0.867480567,0.839951687,0.819791938,0.818380946,0.828041059,0.836330307,0.834076254,0.825184597,0.816830568,0.814344809,0.8156796,0.816942635,0.807675101,0.802434588,0.794871781,0.780745545,0.755247353,0.732425162,0.692633835,0.648000093,0.581459664,0.391854512,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.756442881
Ktr151,0.784928223,0.83990647,0.863825529,0.865458734,0.853579419,0.836960917,0.824376563,0.822036343,0.825896853,0.829351338,0.827490931,0.822198295,0.817053977,0.814729464,0.814259998,0.813771762,0.806016794,0.799918596,0.792544892,0.777452979,0.752557065,0.726205375,0.68539738,0.639594025,0.569738961,0.372332246,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.747941082
Ktr152,0.806363207,0.842250358,0.856762347,0.856028886,0.846179686,0.833344458,0.823652915,0.821421609,0.823714467,0.825782256,0.824082623,0.819900748,0.815728689,0.813433896,0.812385382,0.811327548,0.803960977,0.797556429,0.790022472,0.772782094,0.749900514,0.719792245,0.677969826,0.630035575,0.559855777,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.750135173
Ktr153,0.802234282,0.840765965,0.855965132,0.85463434,0.843576144,0.829593101,0.819487768,0.817992,0.821554843,0.824554643,0.822826824,0.818035124,0.813300358,0.810955873,0.810185124,0.809384097,0.801620882,0.795260114,0.787470485,0.767432134,0.746866785,0.713238136,0.670461523,0.619265113,0.550302939,0.333459678,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.760051626
Ktr154,0.792218636,0.837624453,0.855730464,0.854540823,0.84205968,0.82629119,0.815239503,0.814436233,0.819522826,0.823668191,0.821839271,0.816195161,0.810692991,0.808285052,0.807904282,0.807478779,0.799224976,0.792877331,0.785118908,0.762381877,0.743045941,0.706534969,0.663008901,0.607306268,0.539035863,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.771337192
Ktr155,0.791434109,0.834616798,0.851823107,0.85067905,0.838810643,0.823843901,0.813404838,0.812752421,0.817677425,0.821603573,0.819694569,0.814074028,0.808605543,0.806171742,0.805731395,0.805262306,0.796939372,0.790319016,0.78304329,0.758377746,0.73815548,0.699672676,0.65564633,0.594375379,0.524533023,0.303941032,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779151443
Ktr156,0.796761148,0.832013247,0.845880567,0.844639697,0.834567228,0.821939748,0.813033847,0.812176259,0.815894293,0.818765404,0.816802788,0.81176261,0.80683678,0.804408844,0.803628921,0.802838766,0.79468076,0.787749155,0.780701478,0.755236762,0.732422657,0.692633227,0.647999951,0.581459632,0.507365128,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784705245
Ktr157,0.800520852,0.82970386,0.841008534,0.839678427,0.830957091,0.82008808,0.812314946,0.811252833,0.814003247,0.816039283,0.814032864,0.809451221,0.804960414,0.802549909,0.801502801,0.800425594,0.792303472,0.785394991,0.777396894,0.752543594,0.726202161,0.685396603,0.639593845,0.569738921,0.488625946,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.790722286
Ktr158,0.797447028,0.827546835,0.839251299,0.837955803,0.829055729,0.817946461,0.810023381,0.809004325,0.811896931,0.814031293,0.811978286,0.807271927,0.802687019,0.800285651,0.799279059,0.798165765,0.789730742,0.783326539,0.772713716,0.749884164,0.71978831,0.677968882,0.630035358,0.55985573,0.469273618,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.798631057
Ktr159,0.791924319,0.825272913,0.838407551,0.837251993,0.827729997,0.815765321,0.807281723,0.806361275,0.809719305,0.812229453,0.810130751,0.805123799,0.80027459,0.797855452,0.79696406,0.795904423,0.787161395,0.780984887,0.767359151,0.746849415,0.713233931,0.67046052,0.619264883,0.55030289,0.449723775,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.80467925
Ktr160,0.790750077,0.822580968,0.835214579,0.834252068,0.825294591,0.813943307,0.805799374,0.80473132,0.807677156,0.809842265,0.807706508,0.802847661,0.79811798,0.795635859,0.794584253,0.793412258,0.784863159,0.777653893,0.762321158,0.743031542,0.706531477,0.663008071,0.607306079,0.539035823,0.430256424,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.803819356
Ktr161,0.798838787,0.819458725,0.827552901,0.826720545,0.820560889,0.812673161,0.806656592,0.805018579,0.805899189,0.806346655,0.804183093,0.80032616,0.796467394,0.793882196,0.79218141,0.790559741,0.782931111,0.77290552,0.758350985,0.73814916,0.699671154,0.65564597,0.5943753,0.524533007,0.41104723,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.793963432
Ktr162,0.813573464,0.817049294,0.817875955,0.816739755,0.814326999,0.811323996,0.808417054,0.806113129,0.804201787,0.802293242,0.800083188,0.797609229,0.794994448,0.792364907,0.789858598,0.787616491,0.780769735,0.767464143,0.755253026,0.732426551,0.692634189,0.648000176,0.581459686,0.507365139,0.391854512,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.784861789
Ktr163,0.830454259,0.816784637,0.809780411,0.807471474,0.807887715,0.809059024,0.809015292,0.806401531,0.802323248,0.798501069,0.796190761,0.794788627,0.793226109,0.790733213,0.787734204,0.784951911,0.777610866,0.762342243,0.752594959,0.726214415,0.685399563,0.639594532,0.569739073,0.488625976,0.37233225,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.7892243
Ktr164,0.841348419,0.818556315,0.80659394,0.802440398,0.803074792,0.805476227,0.806623807,0.804365975,0.800028534,0.795806625,0.793338393,0.792033993,0.790746583,0.788598902,0.785792001,0.782796512,0.772960536,0.758322958,0.749944012,0.719802627,0.677972269,0.630036129,0.55985589,0.469273646,0.352452505,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.813943085
Ktr165,0.823591587,0.816094313,0.810568219,0.806622873,0.803867839,0.801912683,0.800366971,0.798871157,0.797189258,0.795116178,0.792553122,0.789826502,0.787369029,0.78542403,0.783477296,0.780825234,0.767421548,0.755272057,0.746865605,0.713237757,0.670461363,0.619265063,0.550302919,0.449723778,0.333459677,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.842639243
Ktr166,0.750886505,0.801588215,0.823685929,0.825358163,0.814783431,0.800140247,0.789607125,0.788877401,0.793703693,0.79735344,0.7949106,0.788725213,0.782963842,0.780633219,0.780100779,0.778574126,0.761870903,0.752825969,0.742924708,0.706505553,0.66300191,0.607304679,0.539035533,0.430256372,0.316916244,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.853116121
Ktr167,0.614301704,0.771629148,0.845748039,0.859888854,0.837282069,0.801158159,0.7747476,0.774486563,0.789633996,0.80265454,0.800604506,0.788906877,0.777576306,0.774025086,0.775256083,0.775669805,0.757039129,0.750578956,0.737834571,0.699594855,0.655628087,0.594371291,0.52453221,0.411047099,0.30394102,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.832031353
Ktr168,0.47436887,0.740414395,0.867828675,0.895070827,0.860599969,0.802875216,0.760355687,0.760366634,0.785697851,0.808005269,0.806300642,0.789019014,0.771951256,0.76689421,0.76966861,0.772101163,0.75307087,0.747956626,0.731901577,0.692506884,0.647970494,0.581453073,0.507363849,0.391854307,0.29387814,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.801459743
Ktr169,0.408985482,0.726542781,0.878820253,0.911663287,0.870917274,0.802427604,0.752039667,0.752327137,0.782776828,0.809603836,0.807782839,0.787326839,0.767008418,0.760909164,0.764346703,0.767947666,0.749964297,0.744342422,0.725580389,0.685245951,0.63955884,0.569731169,0.488624451,0.372332014,0.285628073,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.792330383
Ktr170,0.469266291,0.742103745,0.871286227,0.896914035,0.859087469,0.797906826,0.753472406,0.754151717,0.781381105,0.804864126,0.802212598,0.782671392,0.763393641,0.757261709,0.760074871,0.763361636,0.747577466,0.739317558,0.719231196,0.67783417,0.630004168,0.559848877,0.46927231,0.352452306,0.278275918,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.824510296
Ktr171,0.599195162,0.773149198,0.852474214,0.864025261,0.834657392,0.791225659,0.760585112,0.761520494,0.780535307,0.796062743,0.792262089,0.776197017,0.760657293,0.75523635,0.756742283,0.758786851,0.745207958,0.733254326,0.712836288,0.670364841,0.619242867,0.550298135,0.449722884,0.333459552,0.271645308,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.873618212
Ktr172,0.715973238,0.799221667,0.833302868,0.832687751,0.811847224,0.785252196,0.767373577,0.768087709,0.77889267,0.786691971,0.781981154,0.769623887,0.758075869,0.753640786,0.754014271,0.754739949,0.742013238,0.72672279,0.70628348,0.662949065,0.607292665,0.539033036,0.430255925,0.316916192,0.265744503,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.90421079
Ktr173,0.757493598,0.805250878,0.822289107,0.81790469,0.801394032,0.782053539,0.769179617,0.769001665,0.775481068,0.779512201,0.774554028,0.764323843,0.755103526,0.751515468,0.751544111,0.751514406,0.737382407,0.720180608,0.69948369,0.655601992,0.594365427,0.524531055,0.411046905,0.303941005,0.260540068,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.891968441
Ktr174,0.744417081,0.797715355,0.818342891,0.815928863,0.800102447,0.780492815,0.766729142,0.765386922,0.77082693,0.77435626,0.769702525,0.760275398,0.751905071,0.748831892,0.748936839,0.748511048,0.73163113,0.713635816,0.692440252,0.647954973,0.581449595,0.507363182,0.391854201,0.293878134,0.255831762,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.807863398,0.857066579
Ktr175,0.718096467,0.788480818,0.817972441,0.818325456,0.801293988,0.778632157,0.762094087,0.759862101,0.765831323,0.77032508,0.766282852,0.757108733,0.748822972,0.745794309,0.745785436,0.744907539,0.725306708,0.706984044,0.685179601,0.639543414,0.569727751,0.488623791,0.372331912,0.285628065,0.251377645,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.830804373
Ktr176,0.711557622,0.786526876,0.817786734,0.817911444,0.799475252,0.775052406,0.757217151,0.754751614,0.76126944,0.766592152,0.763225666,0.75441346,0.746083406,0.742563709,0.741783917,0.740073913,0.718865967,0.700134141,0.677746865,0.629984109,0.559844589,0.469271511,0.352452196,0.278275911,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.836104051
Ktr177,0.724518781,0.789288673,0.81479777,0.812510965,0.793893154,0.770409232,0.753524094,0.751203038,0.757412968,0.76262119,0.759759409,0.751616908,0.743447367,0.739128038,0.737030447,0.734149693,0.712403826,0.693047824,0.670261926,0.619219433,0.550293248,0.449722006,0.333459444,0.271645302,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.815554587,0.862380093
Ktr178,0.748371264,0.791315242,0.806118301,0.801199947,0.784979683,0.765877014,0.752311443,0.750069737,0.754407717,0.757948466,0.755186972,0.748105834,0.74055956,0.735431979,0.731724229,0.727466775,0.705924729,0.685700027,0.662863358,0.607273154,0.53902898,0.430255199,0.316916106,0.265744501,0.236125337,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.890670044
Ktr179,0.774553113,0.788567208,0.790568384,0.784341097,0.773669803,0.76233896,0.754133024,0.751585985,0.75222997,0.752346638,0.749133344,0.743450229,0.737073133,0.731363775,0.726027402,0.720355145,0.699402361,0.678105512,0.655581183,0.594360407,0.524529882,0.411046655,0.303940966,0.260540067,0.229162422,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.82355639,0.904206169
Ktr180,0.794689228,0.782651586,0.773797277,0.767444225,0.762910356,0.759513595,0.756571868,0.753509684,0.750177888,0.746533909,0.742511913,0.737953005,0.73267503,0.726585906,0.719953854,0.713137169,0.69268737,0.670438347,0.648011214,0.581461793,0.50736543,0.391854514,0.293878149,0.255831761,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.830585821,0.894999634
Ktr181,0.80045123,0.776586987,0.76316154,0.75730592,0.756151155,0.756828274,0.756468306,0.75297964,0.7473801,0.741464872,0.736558166,0.732100306,0.727060642,0.720704414,0.713480409,0.706133305,0.685599644,0.662912426,0.639640718,0.569749284,0.488627944,0.372332554,0.285628113,0.251377644,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.857256325
Ktr182,0.787355254,0.772718722,0.76350559,0.758257,0.755514095,0.753818018,0.751709912,0.748077982,0.743198689,0.737695554,0.732060218,0.726256787,0.720117486,0.713531189,0.706613373,0.699536165,0.678046144,0.655610073,0.630054196,0.559860429,0.469274667,0.352452717,0.278275955,0.246898899,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.843491477,0.792656172
Ktr183,0.76629551,0.770698922,0.769625263,0.764765197,0.75780939,0.750448508,0.744373216,0.740660114,0.737929533,0.73418774,0.728016699,0.720301164,0.712501588,0.705701531,0.699476968,0.693026982,0.670282111,0.648087321,0.619225102,0.550295104,0.449722526,0.333459583,0.271645321,0.241969198,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.84825561,0.732775271
Ktr184,0.752010724,0.76950642,0.773804252,0.768832472,0.758519334,0.74679309,0.737581992,0.733524758,0.732101964,0.729504651,0.722978864,0.71399066,0.705061101,0.69805659,0.692224899,0.686159143,0.662649859,0.639768634,0.607224131,0.539018763,0.430253368,0.31691589,0.265744494,0.236125337,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.71666376
Ktr185,0.753648482,0.768044467,0.77065117,0.764978271,0.754535451,0.742832391,0.733378771,0.72854153,0.726116626,0.722757279,0.716033282,0.707180737,0.698352325,0.691149514,0.684968927,0.678655978,0.655320861,0.63019479,0.594299331,0.524516765,0.411044167,0.303940643,0.260540053,0.229162422,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.85662322,0.766804521
Ktr186,0.75799182,0.764914002,0.764074313,0.757791968,0.74838618,0.738176163,0.729481132,0.723863618,0.719859432,0.715247702,0.708407766,0.700119792,0.691764158,0.684381444,0.67765305,0.670920577,0.647783242,0.619371835,0.581408172,0.507354088,0.391852394,0.293877897,0.255831753,0.221908811,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.807863398,0.86101666,0.839411427
Ktr187,0.746232631,0.75864038,0.760306898,0.754380422,0.74400919,0.73234144,0.72252541,0.716715105,0.713087608,0.70882577,0.701865441,0.693154455,0.684393644,0.676865521,0.670179324,0.663525975,0.63935429,0.607422135,0.56968548,0.488615614,0.372330646,0.28562797,0.251377646,0.215451171,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.874131096
Ktr188,0.707072356,0.748378222,0.763152942,0.759075554,0.743825095,0.725080604,0.710521117,0.705450649,0.70567311,0.704617387,0.697476558,0.686500461,0.675703125,0.668070857,0.662479081,0.656775502,0.629513025,0.594623481,0.559745375,0.469253746,0.352450042,0.27827585,0.246898907,0.210550591,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.871043494,0.829448388
Ktr189,0.659250609,0.735799204,0.76669968,0.765109541,0.744186289,0.717087429,0.696970465,0.692947221,0.697946812,0.700852677,0.693539876,0.679849966,0.666616129,0.658890464,0.654600749,0.649893683,0.618385406,0.581875389,0.550119154,0.449690961,0.333455794,0.271645204,0.241969208,0.206665825,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.815554587,0.873894429,0.739201131
Ktr190,0.629016548,0.723204263,0.762605146,0.762939622,0.739928113,0.709291043,0.686748837,0.683212368,0.690354318,0.695037818,0.687661278,0.672764229,0.658421479,0.650573328,0.646622032,0.641835338,0.606259126,0.570232805,0.538817409,0.430217257,0.316911635,0.265744367,0.236125346,0.202930045,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.656065393
Ktr191,0.633506884,0.712252953,0.745628479,0.746513265,0.727787113,0.702329828,0.683021211,0.678844453,0.683196291,0.685576848,0.678301457,0.664946276,0.651902673,0.643831722,0.638473335,0.631837129,0.593523332,0.560256138,0.52435506,0.411015032,0.303937247,0.260539955,0.229162429,0.198692087,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.82355639,0.861818377,0.621031248
Ktr192,0.653408541,0.702039291,0.722933223,0.723738846,0.712104666,0.695679192,0.68211093,0.676805084,0.676193632,0.674465249,0.667340336,0.656666205,0.645821896,0.63723107,0.629495874,0.620263078,0.580972987,0.550527656,0.50726435,0.3918363,0.293876092,0.255831709,0.221908814,0.194163432,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.830585821,0.848216574,0.628344787
Ktr193,0.660295993,0.691015907,0.704784026,0.706014969,0.699123354,0.688523802,0.67863093,0.672646683,0.668922304,0.664596359,0.657512645,0.648335879,0.638436008,0.628800081,0.61888357,0.607759047,0.569504512,0.539135091,0.488581853,0.372325476,0.28562758,0.25137765,0.215451172,0.189771223,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.660566105
Ktr194,0.635987349,0.678519529,0.698169511,0.700994164,0.693050356,0.680394955,0.669084829,0.663475133,0.661114161,0.657848495,0.650540406,0.640114924,0.628512773,0.617263769,0.606254106,0.594959076,0.559569347,0.524647146,0.469226335,0.352447766,0.278276017,0.246898932,0.21055059,0.185761641,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.843491477,0.825350877,0.701328322
