,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,Kt16,Kt17,Kt18,Kt19,Kt20,Kt21,Kt22,Kt23,Kt24,Kt25,Kt26,Kt27,Kt28,Kt29,Kt30,Kt31,Kt32,Kt33,Kt34,Kt35,Kt36,Kt37,Kt38,Kt39,Kt40,Kt41,Kt42,Kt43,Kt44
Ktr42,0.072323297,0.060001687,0.051445848,0.04608705,0.043356558,0.04268564,0.043505563,0.045215922,0.047089616,0.048367873,0.048530761,0.048013725,0.047491047,0.047449218,0.047623541,0.047561522,0.042091901,0.027338266,0.016194418,0.007959831,0.020263023,0.038774135,0.074145119,0.111581523,0.121264626,0.340971277,0.709487388,0.842725409,0.846747027,0.820775738,0.795070051,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279812,0.10589893
Ktr43,0.062176638,0.054463656,0.049202208,0.04600347,0.044478616,0.044238819,0.044895255,0.046046641,0.047241867,0.048017368,0.048068174,0.047723703,0.04747197,0.047611484,0.047682724,0.047036663,0.037785592,0.022574158,0.013788961,0.00945528,0.022020514,0.044289124,0.080551569,0.113964642,0.123114715,0.37497524,0.735998481,0.847828257,0.843891862,0.819413677,0.792664546,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.113116853
Ktr44,0.039873898,0.044987809,0.047810441,0.048893453,0.048788506,0.048047259,0.047221372,0.046753093,0.046647034,0.046798395,0.047101847,0.047449935,0.047734676,0.047781875,0.047152497,0.045341295,0.032596427,0.018944128,0.011370508,0.011637539,0.024059782,0.05029828,0.087840849,0.114995514,0.123774436,0.411292712,0.762231171,0.852316964,0.842140511,0.81744343,0.790110745,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107407,0.118015735
Ktr45,0.027584262,0.039924519,0.047275848,0.050725248,0.05135972,0.050266262,0.048531874,0.047085234,0.046221736,0.046078453,0.046663501,0.047469168,0.047858782,0.047273794,0.045468143,0.042273889,0.027239967,0.016181001,0.009208647,0.014137309,0.026595063,0.056504978,0.095358803,0.115515632,0.125295902,0.448729987,0.785460881,0.855349808,0.841221964,0.815060879,0.787561916,0.746871939,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.1185196
Ktr46,0.05277461,0.049434711,0.047363135,0.046295242,0.045966397,0.04611196,0.046467294,0.046821189,0.047176139,0.04758807,0.048022682,0.048084793,0.047288999,0.045253755,0.042012965,0.037704394,0.022547813,0.013810582,0.00772913,0.016539908,0.029828923,0.062578251,0.10221485,0.116532504,0.130363438,0.485570102,0.802469666,0.855929056,0.840518976,0.812656141,0.785221043,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.1130626
Ktr47,0.128363162,0.077955611,0.047520428,0.03278458,0.029475031,0.033318751,0.040042704,0.046017497,0.05018829,0.05214388,0.051655726,0.049225927,0.045539241,0.041205386,0.036533917,0.031759348,0.019110925,0.011495155,0.007270621,0.018543247,0.033909693,0.06833025,0.107668743,0.118700897,0.141203814,0.52034186,0.81124331,0.853607593,0.839472875,0.810520512,0.783143137,0.738161108,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.101354376
Ktr48,0.209073498,0.107029643,0.045929543,0.016913431,0.011121537,0.019694093,0.033771332,0.045844354,0.053807739,0.056906933,0.05486614,0.049324582,0.042400239,0.035880768,0.030232545,0.025591628,0.016557676,0.00944291,0.007823435,0.020295598,0.038768759,0.074145594,0.111581556,0.121264607,0.158213575,0.552557141,0.814582504,0.850140769,0.837759281,0.808550003,0.780791322,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.088206513
Ktr49,0.235080539,0.112475529,0.040455715,0.007786723,0.00323418,0.015563712,0.033540946,0.047750369,0.056051916,0.058124384,0.054164223,0.046438498,0.037731927,0.030349096,0.024674048,0.020610696,0.014275799,0.007998517,0.009290802,0.022057828,0.044283274,0.080552022,0.113964696,0.123114692,0.181331713,0.581973589,0.816491665,0.847834553,0.835112383,0.806541807,0.777480749,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.079706086
Ktr50,0.169276575,0.079809002,0.030427441,0.01157974,0.013713751,0.027277322,0.042718303,0.052282174,0.055404933,0.053320209,0.047391412,0.039501084,0.031661548,0.025484843,0.020981865,0.017763227,0.011841305,0.007451233,0.011513497,0.024083729,0.050295212,0.087840941,0.114995583,0.123774418,0.210091923,0.608613099,0.820149615,0.848255195,0.831461927,0.804345161,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.080093352
Ktr51,0.065423356,0.033333827,0.021026263,0.022749186,0.03275112,0.04528059,0.05458612,0.056378505,0.052217635,0.045125672,0.037713693,0.030948439,0.025385569,0.021383588,0.018512397,0.016144747,0.00958334,0.007868669,0.014082493,0.026598806,0.05650583,0.095358431,0.115515708,0.125295892,0.242406719,0.633554554,0.825432793,0.850010089,0.827519884,0.802017493,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.086221295
Ktr52,0,0.00705078,0.018896986,0.032822119,0.046109681,0.056043174,0.0599061,0.056076121,0.04730755,0.037448859,0.029628187,0.024092334,0.020367764,0.017946189,0.016180291,0.014387998,0.008019331,0.009263026,0.016526307,0.029821491,0.062581204,0.102214241,0.116532577,0.130363434,0.275783317,0.658141084,0.83139204,0.850966914,0.824193781,0.799668277,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.093096086
Ktr53,0.02546525,0.023768952,0.027922354,0.035399152,0.043673048,0.050217739,0.052506923,0.048925017,0.041499296,0.033167754,0.026330104,0.021232941,0.017584581,0.015061709,0.013214487,0.011561447,0.007555921,0.011547753,0.018504172,0.03391074,0.068331522,0.107668338,0.118700957,0.141203809,0.308381496,0.683449007,0.83722611,0.849592093,0.822110674,0.797372857,0.758401532,0.699674041,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.096604467
Ktr54,0.098196344,0.061530704,0.040936864,0.032375108,0.031805718,0.035188977,0.038485168,0.038528121,0.035645853,0.03103993,0.025807001,0.020624051,0.01606315,0.012572035,0.010101116,0.00847647,0.008156613,0.014241293,0.020198156,0.038787601,0.074143405,0.111581565,0.121264653,0.158213565,0.340971277,0.709487388,0.842725409,0.846747027,0.820775738,0.795070051,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.096155486
Ktr55,0.150550146,0.087186712,0.048012955,0.02771836,0.020992411,0.022524592,0.027004387,0.030001596,0.030607291,0.028792857,0.02474452,0.019507855,0.014343273,0.010307262,0.007640607,0.006380168,0.009674122,0.016763338,0.021921042,0.044313646,0.080547582,0.11396498,0.123114728,0.1813317,0.374975242,0.735998481,0.847828257,0.843891862,0.819413677,0.792664546,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.092038763
Ktr56,0.134904935,0.077573043,0.042402126,0.024452829,0.018785797,0.020461677,0.024541114,0.026937013,0.026971317,0.024818228,0.020817243,0.015969046,0.011439617,0.008200651,0.00644671,0.00617807,0.01191087,0.018699258,0.023962608,0.050320118,0.087837527,0.114995767,0.123774455,0.210091912,0.411292714,0.762231171,0.852316964,0.842140511,0.81744343,0.790110745,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.084869045
Ktr57,0.083724659,0.049467323,0.030072118,0.021824605,0.021010343,0.023914893,0.026823815,0.026827566,0.024236186,0.020164613,0.015655494,0.011462325,0.008266311,0.006598144,0.006386467,0.007409408,0.014468088,0.020297153,0.026520626,0.05651694,0.095357688,0.115515596,0.125295937,0.242406711,0.448729988,0.785460881,0.855349808,0.841221964,0.815060879,0.787561916,0.746871939,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.076561574
Ktr58,0.049494684,0.029632565,0.020169734,0.018135324,0.020558467,0.024468294,0.026893939,0.025641856,0.021627789,0.016544804,0.011878536,0.008284893,0.006212348,0.00594885,0.007140243,0.009271841,0.016896715,0.0219708,0.029769862,0.062583707,0.102215259,0.11653226,0.130363484,0.275783312,0.485570102,0.802469666,0.855929056,0.840518976,0.812656141,0.785221043,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.069356721
Ktr59,0.068492009,0.036604499,0.019080772,0.012289677,0.012600065,0.016380783,0.020000682,0.020627129,0.018621572,0.015143978,0.01130932,0.00805259,0.006263785,0.00655591,0.008434002,0.011126105,0.018873747,0.024077487,0.033839216,0.06833989,0.107668436,0.118700725,0.141203856,0.308381491,0.52034186,0.81124331,0.853607593,0.839472875,0.810520512,0.783143137,0.738161108,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.064914757
Ktr60,0.112160165,0.056009714,0.022147009,0.00560458,0.001414954,0.004610661,0.01022423,0.014145207,0.015691204,0.015036851,0.012585552,0.009655816,0.007794929,0.008138586,0.010176114,0.012985253,0.020580423,0.026748533,0.0386741,0.074164461,0.111579425,0.121264655,0.158213604,0.34097127,0.552557141,0.814582504,0.850140769,0.837759281,0.808550003,0.780791322,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.062575574
Ktr61,0.135734318,0.065247517,0.02194922,0,0,0,0.003852523,0.009836561,0.013559911,0.01477052,0.013548624,0.011303609,0.009777151,0.010270168,0.012320547,0.015025417,0.022324042,0.030058768,0.044174059,0.080576269,0.113961437,0.123114887,0.181331733,0.374975233,0.581973589,0.816491665,0.847834553,0.835112383,0.806541807,0.777480749,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.061098968
Ktr62,0.107847989,0.048707794,0.013580299,0,0,0,0.005235706,0.010190382,0.01270858,0.013331525,0.012681307,0.011703452,0.01142435,0.012585802,0.014791254,0.017359568,0.024385419,0.034067832,0.050197543,0.087860424,0.114993166,0.123774535,0.210091944,0.411292707,0.608613099,0.820149615,0.848255195,0.831461927,0.804345161,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.059425407
Ktr63,0.050728119,0.018742758,0.002181631,0,0,0.00544031,0.010972778,0.01309077,0.012648755,0.011464161,0.011031876,0.011556615,0.012920554,0.014968041,0.017392129,0.019848046,0.026939426,0.038774609,0.056438644,0.095367077,0.115515244,0.125295809,0.242406745,0.448729985,0.633554554,0.825432793,0.850010089,0.827519884,0.802017493,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.057218049
Ktr64,0,0,0,0,0.006340497,0.012293662,0.015724947,0.015270548,0.012649644,0.010352161,0.010289981,0.012062811,0.014692317,0.017361293,0.01989705,0.022288029,0.030134452,0.044162794,0.062550359,0.102212642,0.116533784,0.130363197,0.275783344,0.485570102,0.658141084,0.83139204,0.850966914,0.824193781,0.799668277,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.054320726
Ktr65,0,0,0,0.005396458,0.010844425,0.014405736,0.015622608,0.014416092,0.012222577,0.010857283,0.011659451,0.014064392,0.017031437,0.019730418,0.022173186,0.024582092,0.034086042,0.050153031,0.068331683,0.107662181,0.118702519,0.141203588,0.308381514,0.520341861,0.683449007,0.83722611,0.849592093,0.822110674,0.797372857,0.758401532,0.699674041,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.050633131
Ktr66,0,0,0.00722657,0.011388731,0.01313842,0.013293768,0.012672903,0.012027995,0.011847365,0.012553377,0.014400829,0.016974267,0.019690674,0.022122102,0.024460875,0.027054385,0.038778377,0.056413757,0.074165601,0.111575355,0.121265651,0.158213468,0.34097128,0.552557142,0.709487388,0.842725409,0.846747027,0.820775738,0.795070051,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.046278413
Ktr67,0,0.010106939,0.014844368,0.015724947,0.014261332,0.011966184,0.010352161,0.010560399,0.012245943,0.014692317,0.017288834,0.01984798,0.022288029,0.024603484,0.027093748,0.030134452,0.044162794,0.062550359,0.080581095,0.113960473,0.123114999,0.181331727,0.374975233,0.581973589,0.735998481,0.847828257,0.843891862,0.819413677,0.792664546,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.041435583
Ktr68,0.003184549,0.012401865,0.016432934,0.016803239,0.015038268,0.012663505,0.011204436,0.011783854,0.013913777,0.016703531,0.019427972,0.02202407,0.024594326,0.02727716,0.030354674,0.034144888,0.050136084,0.068326493,0.087870917,0.114992523,0.123774419,0.210091981,0.411292702,0.608613099,0.762231171,0.852316964,0.842140511,0.81744343,0.790110745,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.03635417
Ktr69,0.001183681,0.009571051,0.014024698,0.015621754,0.015439349,0.014554615,0.014044682,0.014734522,0.016440464,0.018726677,0.021241886,0.023973049,0.026991681,0.030387555,0.034323469,0.038980483,0.056376846,0.074138896,0.095382914,0.115513204,0.125295913,0.242406762,0.44872998,0.633554554,0.785460881,0.855349808,0.841221964,0.815060879,0.787561916,0.746871939,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.031565768
Ktr70,0.001531782,0.00745238,0.011395223,0.013828638,0.015220952,0.01604049,0.016755578,0.017764972,0.019189137,0.021078965,0.023484004,0.02644842,0.030015033,0.034214546,0.03902919,0.044429079,0.062509132,0.080542576,0.102228704,0.116530895,0.130363517,0.27578333,0.485570099,0.658141084,0.802469666,0.855929056,0.840518976,0.812656141,0.785221043,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.027672488
Ktr71,0.009301818,0.010236886,0.01142041,0.01281185,0.014370663,0.01605631,0.017828248,0.019673135,0.02168642,0.023990748,0.026715721,0.030018761,0.034064245,0.038941678,0.044441076,0.050277582,0.068307896,0.087848295,0.107670534,0.118700913,0.14120379,0.308381497,0.520341861,0.683449007,0.81124331,0.853607593,0.839472875,0.810520512,0.783143137,0.738161108,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.025306337
Ktr72,0.019721081,0.015528209,0.013377527,0.01291858,0.013800912,0.015674067,0.018187589,0.0210384,0.024112919,0.027344944,0.030730302,0.034512951,0.03899888,0.04436715,0.050289105,0.056309163,0.074151713,0.095389841,0.111573166,0.121266342,0.158213367,0.340971281,0.552557142,0.709487388,0.814582504,0.850140769,0.837759281,0.808550003,0.780791322,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.025218914
Ktr73,0.025555439,0.019283137,0.015644182,0.01423583,0.014655335,0.016499955,0.019366944,0.022885519,0.026812735,0.030937611,0.035128979,0.039574945,0.044543427,0.050192823,0.056243439,0.062306059,0.080570063,0.102256755,0.113951994,0.123117207,0.181331407,0.374975251,0.581973591,0.735998481,0.816491665,0.847834553,0.835112383,0.806541807,0.777480749,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.028191714
Ktr74,0.021833735,0.018661769,0.017030928,0.016769235,0.017704713,0.019665383,0.022479269,0.025986587,0.030076336,0.034649707,0.039613496,0.04489691,0.050434759,0.056170474,0.062081954,0.06815572,0.087856435,0.107695332,0.11498693,0.123776092,0.210091718,0.411292723,0.6086131,0.762231171,0.820149616,0.848255195,0.831461927,0.804345161,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.034425251
Ktr75,0.012636686,0.015637441,0.018080104,0.020198981,0.02222838,0.024402608,0.026955972,0.03010307,0.03397966,0.038701789,0.044287632,0.050363868,0.056459299,0.062251533,0.068013379,0.074166449,0.095360357,0.11157887,0.115515961,0.125295828,0.242406722,0.448729994,0.633554554,0.785460881,0.825432793,0.850010089,0.827519884,0.802017493,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.041796109
Ktr76,0.004307984,0.013386802,0.019766992,0.024123886,0.027132812,0.029469099,0.031808077,0.034743774,0.038545012,0.043399313,0.04935568,0.055909054,0.062415854,0.068437345,0.074354157,0.080751764,0.102195368,0.11393742,0.116541594,0.130361805,0.275783491,0.485570104,0.658141084,0.802469666,0.83139204,0.850966914,0.824193781,0.799668277,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.047599887
Ktr77,0.00177098,0.014324509,0.022790604,0.02819458,0.031561751,0.033917431,0.036286934,0.039517605,0.043744913,0.048926358,0.054961611,0.061519027,0.06820913,0.074751122,0.08129892,0.088115116,0.10762566,0.114962378,0.118714662,0.141201604,0.308381698,0.520341863,0.683449007,0.81124331,0.83722611,0.849592093,0.822110674,0.797372857,0.758401532,0.699674041,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.049707165
Ktr78,0.004267678,0.017817272,0.026744852,0.032268927,0.035608005,0.037980594,0.040605201,0.044433865,0.049352737,0.054981502,0.061008117,0.067393645,0.074167428,0.081303546,0.088555042,0.095619702,0.111518023,0.115490517,0.1212793,0.158211572,0.340971406,0.552557147,0.709487389,0.814582504,0.842725409,0.846747027,0.820775738,0.795070051,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.048288438
Ktr79,0.00961974,0.022469811,0.030947377,0.0362566,0.039601647,0.042186679,0.045215862,0.049601953,0.055092074,0.061141945,0.067337568,0.073786091,0.08072495,0.088227163,0.095708086,0.102418656,0.113889901,0.116519954,0.123127972,0.181330244,0.374975274,0.581973597,0.735998482,0.816491665,0.847828257,0.843891862,0.819413677,0.792664546,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.044089179
Ktr80,0.015846439,0.027148657,0.034930155,0.04017086,0.043850699,0.0469496,0.050447488,0.05510163,0.060778635,0.067122452,0.0738328,0.08083249,0.088100101,0.095485095,0.102320446,0.107810007,0.114922394,0.118697774,0.123785263,0.210090938,0.411292689,0.608613105,0.762231172,0.820149616,0.852316964,0.842140511,0.81744343,0.790110745,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.038129798
Ktr81,0.021757467,0.031767571,0.039082516,0.044439318,0.048574988,0.052226542,0.056130992,0.0608941,0.066596616,0.073188038,0.080538508,0.088200745,0.095648114,0.102362747,0.107861845,0.11167138,0.115451232,0.121266926,0.125304255,0.242406101,0.448729944,0.633554555,0.785460881,0.825432793,0.855349808,0.841221964,0.815060879,0.787561916,0.746871939,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.032530448
Ktr82,0.026360125,0.036502121,0.044008126,0.04959317,0.053972288,0.057860511,0.061972872,0.066910929,0.072822339,0.079741285,0.087539849,0.095441705,0.102508426,0.107976094,0.111778838,0.114025294,0.116475803,0.123119329,0.130370155,0.275782957,0.485570055,0.658141081,0.802469666,0.83139204,0.855929056,0.840518976,0.812656141,0.785221043,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.029686216
Ktr83,0.0295138,0.041657967,0.050102041,0.055888898,0.060061411,0.063662456,0.067734909,0.073092018,0.079628533,0.087009577,0.094792762,0.102105642,0.107968262,0.111696856,0.11379243,0.115052182,0.118645278,0.123779513,0.141210188,0.308381304,0.520341814,0.683449002,0.81124331,0.837226109,0.853607593,0.839472875,0.810520512,0.783143137,0.738161108,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.03125941
Ktr84,0.034486234,0.048061117,0.056924885,0.062484097,0.066145315,0.069315098,0.073400008,0.079410619,0.086773571,0.094519516,0.1017363,0.10774053,0.111906005,0.113919718,0.114721433,0.11556411,0.121207955,0.12530245,0.158219667,0.340971228,0.5525571,0.709487383,0.814582503,0.842725409,0.850140769,0.837759281,0.808550003,0.780791322,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.035981212
Ktr85,0.04539726,0.056667672,0.063828671,0.068261649,0.071347995,0.074469101,0.079006356,0.085848322,0.093912236,0.101622509,0.107680298,0.111893765,0.114347825,0.115295106,0.11565911,0.116531055,0.123061915,0.130375727,0.181335924,0.374975385,0.581973563,0.735998477,0.816491664,0.847828257,0.847834553,0.835112383,0.806541807,0.777480749,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.041850022
Ktr86,0.064090836,0.067674376,0.07025547,0.072538222,0.075226737,0.079025122,0.084637481,0.092334931,0.100656638,0.107708777,0.112084986,0.114328749,0.115471011,0.11639423,0.117386928,0.118589139,0.123734975,0.141227513,0.210091738,0.411293141,0.608613101,0.762231171,0.820149616,0.852316964,0.848255195,0.831461927,0.804345161,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.047386839
Ktr87,0.08330744,0.078240571,0.076007576,0.07636565,0.079071993,0.083883799,0.090558266,0.098593118,0.106448179,0.112323803,0.115012184,0.115672891,0.116057334,0.117471438,0.119439182,0.121039061,0.12527389,0.158248326,0.242401682,0.448730699,0.633554588,0.785460885,0.825432794,0.855349808,0.850010089,0.827519884,0.802017493,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.053203047
Ktr88,0.093511677,0.084766243,0.080977339,0.081229561,0.084607504,0.090195765,0.097078938,0.104293767,0.110685588,0.115051883,0.116674106,0.116769602,0.117039685,0.118701858,0.121038372,0.122847665,0.130355148,0.181369266,0.275775774,0.485570969,0.658141144,0.802469675,0.831392041,0.855929056,0.850966914,0.824193781,0.799668277,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.060432631
Ktr89,0.089530293,0.085468206,0.085272531,0.087991201,0.092672147,0.098363303,0.1041126,0.109102669,0.113054945,0.115825559,0.117397539,0.11826148,0.119034873,0.120209067,0.121770837,0.123580819,0.1412008,0.210119507,0.308375463,0.520342655,0.683449074,0.811243321,0.837226111,0.853607593,0.849592093,0.822110674,0.797372857,0.758401532,0.699674041,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.068979249
Ktr90,0.083638591,0.085830567,0.089862591,0.0950143,0.100565327,0.105795309,0.109983879,0.112665226,0.114391739,0.11597036,0.117967555,0.119987873,0.12139539,0.121910424,0.122678277,0.125200498,0.158215143,0.242420505,0.340967918,0.552557631,0.709487437,0.814582512,0.84272541,0.85014077,0.846747027,0.820775738,0.795070051,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.073825266
Ktr91,0.092474012,0.093154259,0.095932381,0.10003821,0.104701581,0.109152328,0.112620285,0.114621741,0.11581881,0.117160058,0.119283799,0.121587318,0.123157646,0.123671735,0.125166231,0.1302677,0.181348034,0.275791786,0.374971735,0.581973564,0.735998476,0.816491664,0.847828257,0.847834553,0.843891862,0.819413677,0.792664546,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.068722722
Ktr92,0.128113882,0.112198933,0.10371731,0.101011166,0.102422652,0.106293919,0.11096712,0.115055152,0.118253899,0.12052999,0.121939821,0.122898853,0.123912314,0.125803853,0.130670794,0.140928882,0.210142802,0.308400448,0.411283846,0.608612418,0.76223108,0.820149599,0.852316962,0.848255194,0.842140511,0.81744343,0.790110745,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.051812477
